NUM_ENGS,Reported_Strikes,Damage_Records,No_Damage_Records,Damage_Rate_Pct,Damage_Rate_CI95_Lower,Damage_Rate_CI95_Upper
2.0,199258,15369,183889,7.713115659095243,7.596781686245768,7.83108014276987
,91214,315,90899,0.34534172385817963,0.3093049371820977,0.38556087950699175
1.0,15152,3952,11200,26.08236536430834,25.389342993298598,26.787512695137732
3.0,9957,726,9231,7.291352817113589,6.796968742281309,7.818679798902198
4.0,3526,546,2980,15.484968803176406,14.32850117200886,16.716563286407634
