field,raw_value,canonical_value
AIRPORT_ID,KAIK,KAIK
AIRPORT_ID,CO49,CO49
AIRPORT_ID,KAIT,KAIT
AIRPORT_ID,CYJT,CYJT
AIRPORT_ID,KHBG,KHBG
AIRPORT_ID,KFFC,KFFC
AIRPORT_ID,KBMQ,KBMQ
AIRPORT_ID,KTPH,KTPH
AIRPORT_ID,KFCH,KFCH
AIRPORT_ID,HKHO,HKHO
AIRPORT_ID,82J,82J
AIRPORT_ID,KGPM,KGPM
AIRPORT_ID,PAGY,PAGY
AIRPORT_ID,SBBR,SBBR
AIRPORT_ID,KDLO,KDLO
AIRPORT_ID,TJIG,TJIG
AIRPORT_ID,TX2,TX2
AIRPORT_ID,KTPL,KTPL
AIRPORT_ID,KCAO,KCAO
AIRPORT_ID,F99,F99
AIRPORT_ID,U70,U70
AIRPORT_ID,KPKD,KPKD
AIRPORT_ID,KPLD,KPLD
AIRPORT_ID,7G8,7G8
AIRPORT_ID,4A2,4A2
AIRPORT_ID,KGBG,KGBG
AIRPORT_ID,KVIH,KVIH
AIRPORT_ID,79KY,79KY
AIRPORT_ID,KRBG,KRBG
AIRPORT_ID,KCDK,KCDK
AIRPORT_ID,KLZD,KLZD
AIRPORT_ID,P08,P08
AIRPORT_ID,9TA7,9TA7
AIRPORT_ID,4M7,4M7
AIRPORT_ID,KGBR,KGBR
AIRPORT_ID,MMZC,MMZC
AIRPORT_ID,KTKC,KTKC
AIRPORT_ID,KIMS,KIMS
AIRPORT_ID,2MU1,2MU1
AIRPORT_ID,KVOK,KVOK
AIRPORT_ID,3S7,3S7
AIRPORT_ID,KCKZ,KCKZ
AIRPORT_ID,KPEA,KPEA
AIRPORT_ID,KMKN,KMKN
AIRPORT_ID,LKPR,LKPR
AIRPORT_ID,S40,S40
AIRPORT_ID,5G0,5G0
AIRPORT_ID,KSLH,KSLH
AIRPORT_ID,F44,F44
AIRPORT_ID,MYAM,MYAM
AIRPORT_ID,KSLR,KSLR
AIRPORT_ID,KDUA,KDUA
AIRPORT_ID,KHZY,KHZY
AIRPORT_ID,KCVH,KCVH
AIRPORT_ID,KCGZ,KCGZ
AIRPORT_ID,FAOR,FAOR
AIRPORT_ID,KARM,KARM
AIRPORT_ID,21D,21D
AIRPORT_ID,6A1,6A1
AIRPORT_ID,KFWB,KFWB
AIRPORT_ID,KNBC,KNBC
AIRPORT_ID,KIDI,KIDI
AIRPORT_ID,7A5,7A5
AIRPORT_ID,KMFI,KMFI
AIRPORT_ID,KCPK,KCPK
AIRPORT_ID,KLVS,KLVS
AIRPORT_ID,1S6,1S6
AIRPORT_ID,2IS,2IS
AIRPORT_ID,KXNX,KXNX
AIRPORT_ID,KFET,KFET
AIRPORT_ID,38WA,38WA
AIRPORT_ID,2B2,2B2
AIRPORT_ID,KMXO,KMXO
AIRPORT_ID,4G1,4G1
AIRPORT_ID,CEX3,CEX3
AIRPORT_ID,KMZZ,KMZZ
AIRPORT_ID,ME14,ME14
AIRPORT_ID,UT11,UT11
AIRPORT_ID,KCFD,KCFD
AIRPORT_ID,O86,O86
AIRPORT_ID,KRMY,KRMY
AIRPORT_ID,Y55,Y55
AIRPORT_ID,KRPH,KRPH
AIRPORT_ID,KEHO,KEHO
AIRPORT_ID,F46,F46
AIRPORT_ID,KSZP,KSZP
AIRPORT_ID,KSKX,KSKX
AIRPORT_ID,N52,N52
AIRPORT_ID,CAP3,CAP3
AIRPORT_ID,42A,42A
AIRPORT_ID,3J1,3J1
AIRPORT_ID,M01,M01
AIRPORT_ID,KAKH,KAKH
AIRPORT_ID,KBYH,KBYH
AIRPORT_ID,F72,F72
AIRPORT_ID,ZSTX,ZSTX
AIRPORT_ID,KFYG,KFYG
AIRPORT_ID,KAXQ,KAXQ
AIRPORT_ID,KXWA,KXWA
AIRPORT_ID,KTGC,KTGC
AIRPORT_ID,KBTP,KBTP
AIRPORT_ID,KEDN,KEDN
AIRPORT_ID,52J,52J
AIRPORT_ID,KRCE,KRCE
AIRPORT_ID,KISQ,KISQ
AIRPORT_ID,KTMK,KTMK
AIRPORT_ID,65NJ,65NJ
AIRPORT_ID,HKLU,HKLU
AIRPORT_ID,KBQR,KBQR
AIRPORT_ID,4F2,4F2
AIRPORT_ID,KWDR,KWDR
AIRPORT_ID,KHQU,KHQU
AIRPORT_ID,1A5,1A5
AIRPORT_ID,KUKT,KUKT
AIRPORT_ID,KIJX,KIJX
AIRPORT_ID,KJKL,KJKL
AIRPORT_ID,3MI2,3MI2
AIRPORT_ID,KGNF,KGNF
AIRPORT_ID,KPEQ,KPEQ
AIRPORT_ID,KLKR,KLKR
AIRPORT_ID,MO09,MO09
AIRPORT_ID,M46,M46
AIRPORT_ID,YBBN,YBBN
AIRPORT_ID,7S5,7S5
AIRPORT_ID,LPAZ,LPAZ
AIRPORT_ID,X39,X39
AIRPORT_ID,1MA2,1MA2
AIRPORT_ID,PTYA,PTYA
AIRPORT_ID,KGEO,KGEO
AIRPORT_ID,WA09,WA09
AIRPORT_ID,KEST,KEST
AIRPORT_ID,Y70,Y70
AIRPORT_ID,KTKV,KTKV
AIRPORT_ID,57Y,57Y
AIRPORT_ID,KBIH,KBIH
AIRPORT_ID,KREI,KREI
AIRPORT_ID,O52,O52
AIRPORT_ID,KPXE,KPXE
AIRPORT_ID,KIPJ,KIPJ
AIRPORT_ID,99CL,99CL
AIRPORT_ID,KBIJ,KBIJ
AIRPORT_ID,KLNP,KLNP
AIRPORT_ID,KHNZ,KHNZ
AIRPORT_ID,LIML,LIML
AIRPORT_ID,KBNO,KBNO
AIRPORT_ID,KDFI,KDFI
AIRPORT_ID,KMAN,KMAN
AIRPORT_ID,PAPH,PAPH
AIRPORT_ID,61S,61S
AIRPORT_ID,4WI0,4WI0
AIRPORT_ID,PAWD,PAWD
AIRPORT_ID,H34,H34
AIRPORT_ID,KLUG,KLUG
AIRPORT_ID,1J9,1J9
AIRPORT_ID,PAQT,PAQT
AIRPORT_ID,MYAK,MYAK
AIRPORT_ID,LQTZ,LQTZ
AIRPORT_ID,KNUC,KNUC
AIRPORT_ID,TQPF,TQPF
AIRPORT_ID,KDYR,KDYR
AIRPORT_ID,Y19,Y19
AIRPORT_ID,3T0,3T0
AIRPORT_ID,KPBH,KPBH
AIRPORT_ID,EGJJ,EGJJ
AIRPORT_ID,04W,04W
AIRPORT_ID,MMOX,MMOX
AIRPORT_ID,OTE4,OTE4
AIRPORT_ID,XA86,XA86
AIRPORT_ID,Y14,Y14
AIRPORT_ID,KEDE,KEDE
AIRPORT_ID,KY8,KY8
AIRPORT_ID,2TA8,2TA8
AIRPORT_ID,MYEF,MYEF
AIRPORT_ID,KGMJ,KGMJ
AIRPORT_ID,4CA0,4CA0
AIRPORT_ID,KULM,KULM
AIRPORT_ID,C62,C62
AIRPORT_ID,LL22,LL22
AIRPORT_ID,5T9,5T9
AIRPORT_ID,GA20,GA20
AIRPORT_ID,KPPO,KPPO
AIRPORT_ID,9D2,9D2
AIRPORT_ID,PFKA,PFKA
AIRPORT_ID,KSRB,KSRB
AIRPORT_ID,LIPA,LIPA
AIRPORT_ID,MMPB,MMPB
AIRPORT_ID,KFFO,KFFO
AIRPORT_ID,0Q4,0Q4
AIRPORT_ID,PAIL,PAIL
AIRPORT_ID,TVSA,TVSA
AIRPORT_ID,KBVX,KBVX
AIRPORT_ID,33V,33V
AIRPORT_ID,F05,F05
AIRPORT_ID,12D,12D
AIRPORT_ID,KSBO,KSBO
AIRPORT_ID,KBHC,KBHC
AIRPORT_ID,KPVJ,KPVJ
AIRPORT_ID,NV74,NV74
AIRPORT_ID,KWBW,KWBW
AIRPORT_ID,KLMS,KLMS
AIRPORT_ID,KWMC,KWMC
AIRPORT_ID,KRWN,KRWN
AIRPORT_ID,KLWA,KLWA
AIRPORT_ID,KFLP,KFLP
AIRPORT_ID,KBBW,KBBW
AIRPORT_ID,SC82,SC82
AIRPORT_ID,KHWV,KHWV
AIRPORT_ID,KHSB,KHSB
AIRPORT_ID,3N6,3N6
AIRPORT_ID,KDYB,KDYB
AIRPORT_ID,M91,M91
AIRPORT_ID,2J8,2J8
AIRPORT_ID,OTE2,OTE2
AIRPORT_ID,6R3,6R3
AIRPORT_ID,TA37,TA37
AIRPORT_ID,KRTS,KRTS
AIRPORT_ID,5FL7,5FL7
AIRPORT_ID,FA54,FA54
AIRPORT_ID,1KY4,1KY4
AIRPORT_ID,KSXK,KSXK
AIRPORT_ID,I42,I42
AIRPORT_ID,MMMD,MMMD
AIRPORT_ID,57C,57C
AIRPORT_ID,50D,50D
AIRPORT_ID,KIYA,KIYA
AIRPORT_ID,PPDM,PPDM
AIRPORT_ID,JY17,JY17
AIRPORT_ID,KFZI,KFZI
AIRPORT_ID,RODN,RODN
AIRPORT_ID,35A,35A
AIRPORT_ID,KOEB,KOEB
AIRPORT_ID,KEKS,KEKS
AIRPORT_ID,KBGD,KBGD
AIRPORT_ID,HDAM,HDAM
AIRPORT_ID,24J,24J
AIRPORT_ID,W28,W28
AIRPORT_ID,19N,19N
AIRPORT_ID,KCKI,KCKI
AIRPORT_ID,KOSA,KOSA
AIRPORT_ID,1F4,1F4
AIRPORT_ID,0A8,0A8
AIRPORT_ID,KATA,KATA
AIRPORT_ID,KMPZ,KMPZ
AIRPORT_ID,KELD,KELD
AIRPORT_ID,KXVG,KXVG
AIRPORT_ID,LFBO,LFBO
AIRPORT_ID,KPRG,KPRG
AIRPORT_ID,KELA,KELA
AIRPORT_ID,KJER,KJER
AIRPORT_ID,8F5,8F5
AIRPORT_ID,59XS,59XS
AIRPORT_ID,XS04,XS04
AIRPORT_ID,KTOC,KTOC
AIRPORT_ID,KCFO,KCFO
AIRPORT_ID,ENGM,ENGM
AIRPORT_ID,N57,N57
AIRPORT_ID,I74,I74
AIRPORT_ID,KPPQ,KPPQ
AIRPORT_ID,MD99,MD99
AIRPORT_ID,06D,06D
AIRPORT_ID,KHDO,KHDO
AIRPORT_ID,74TX,74TX
AIRPORT_ID,E63,E63
AIRPORT_ID,52A,52A
AIRPORT_ID,EGSX,EGSX
AIRPORT_ID,KBPK,KBPK
AIRPORT_ID,KAJR,KAJR
AIRPORT_ID,KOJA,KOJA
AIRPORT_ID,3W8,3W8
AIRPORT_ID,X50,X50
AIRPORT_ID,SYCJ,SYCJ
AIRPORT_ID,AR09,AR09
AIRPORT_ID,3UT6,3UT6
AIRPORT_ID,4S1,4S1
AIRPORT_ID,KWDG,KWDG
AIRPORT_ID,F17,F17
AIRPORT_ID,71J,71J
AIRPORT_ID,KIBM,KIBM
AIRPORT_ID,KAAF,KAAF
AIRPORT_ID,E95,E95
AIRPORT_ID,KOYM,KOYM
AIRPORT_ID,A39,A39
AIRPORT_ID,1T7,1T7
AIRPORT_ID,D56,D56
AIRPORT_ID,25D,25D
AIRPORT_ID,OKBK,OKBK
AIRPORT_ID,4A6,4A6
AIRPORT_ID,M21,M21
AIRPORT_ID,KSVE,KSVE
AIRPORT_ID,W24,W24
AIRPORT_ID,3NJ6,3NJ6
AIRPORT_ID,U10,U10
AIRPORT_ID,EDDN,EDDN
AIRPORT_ID,60J,60J
AIRPORT_ID,TN44,TN44
AIRPORT_ID,KRAS,KRAS
AIRPORT_ID,KHZD,KHZD
AIRPORT_ID,KBIF,KBIF
AIRPORT_ID,MMMM,MMMM
AIRPORT_ID,KJES,KJES
AIRPORT_ID,KBYY,KBYY
AIRPORT_ID,K33,K33
AIRPORT_ID,PAGT,PAGT
AIRPORT_ID,LGMK,LGMK
AIRPORT_ID,KGEZ,KGEZ
AIRPORT_ID,KSVN,KSVN
AIRPORT_ID,KXMR,KXMR
AIRPORT_ID,1R4,1R4
AIRPORT_ID,O08,O08
AIRPORT_ID,T74,T74
AIRPORT_ID,MHPR,MHPR
AIRPORT_ID,KFGU,KFGU
AIRPORT_ID,NC91,NC91
AIRPORT_ID,KSHN,KSHN
AIRPORT_ID,MMBT,MMBT
AIRPORT_ID,KHRT,KHRT
AIRPORT_ID,W99,W99
AIRPORT_ID,KBBD,KBBD
AIRPORT_ID,KHIF,KHIF
AIRPORT_ID,09J,09J
AIRPORT_ID,KTSP,KTSP
AIRPORT_ID,FL59,FL59
AIRPORT_ID,NC30,NC30
AIRPORT_ID,FL17,FL17
AIRPORT_ID,KMTV,KMTV
AIRPORT_ID,T67,T67
AIRPORT_ID,1O2,1O2
AIRPORT_ID,0TX1,0TX1
AIRPORT_ID,KVTI,KVTI
AIRPORT_ID,UT83,UT83
AIRPORT_ID,0MSO,0MSO
AIRPORT_ID,KPTB,KPTB
AIRPORT_ID,4WI9,4WI9
AIRPORT_ID,1S9,1S9
AIRPORT_ID,1C9,1C9
AIRPORT_ID,T82,T82
AIRPORT_ID,57B,57B
AIRPORT_ID,KORB,KORB
AIRPORT_ID,KPTN,KPTN
AIRPORT_ID,KMNN,KMNN
AIRPORT_ID,Y96,Y96
AIRPORT_ID,CA20,CA20
AIRPORT_ID,38FL,38FL
AIRPORT_ID,KUOX,KUOX
AIRPORT_ID,KCON,KCON
AIRPORT_ID,KDLS,KDLS
AIRPORT_ID,F10,F10
AIRPORT_ID,C66,C66
AIRPORT_ID,49A,49A
AIRPORT_ID,MTCH,MTCH
AIRPORT_ID,W55,W55
AIRPORT_ID,KMKS,KMKS
AIRPORT_ID,KJFX,KJFX
AIRPORT_ID,KRBW,KRBW
AIRPORT_ID,F62,F62
AIRPORT_ID,KBNG,KBNG
AIRPORT_ID,KLNR,KLNR
AIRPORT_ID,3FA2,3FA2
AIRPORT_ID,KBBP,KBBP
AIRPORT_ID,LKTB,LKTB
AIRPORT_ID,67S,67S
AIRPORT_ID,LTFM,LTFM
AIRPORT_ID,LA66,LA66
AIRPORT_ID,TA66,TA66
AIRPORT_ID,KNTU,KNTU
AIRPORT_ID,KACJ,KACJ
AIRPORT_ID,9V9,9V9
AIRPORT_ID,A08,A08
AIRPORT_ID,KFZG,KFZG
AIRPORT_ID,3A4,3A4
AIRPORT_ID,KFKN,KFKN
AIRPORT_ID,3DA,3DA
AIRPORT_ID,1B2,1B2
AIRPORT_ID,1GA0,1GA0
AIRPORT_ID,6J4,6J4
AIRPORT_ID,KAZE,KAZE
AIRPORT_ID,KLUA,KLUA
AIRPORT_ID,KFBL,KFBL
AIRPORT_ID,S78,S78
AIRPORT_ID,PAKY,PAKY
AIRPORT_ID,KFNB,KFNB
AIRPORT_ID,9G5,9G5
AIRPORT_ID,N79,N79
AIRPORT_ID,32GA,32GA
AIRPORT_ID,X04,X04
AIRPORT_ID,PALP,PALP
AIRPORT_ID,66TE,66TE
AIRPORT_ID,CN52,CN52
AIRPORT_ID,MDJB,MDJB
AIRPORT_ID,SKPE,SKPE
AIRPORT_ID,FA1,FA1
AIRPORT_ID,K24,K24
AIRPORT_ID,7A3,7A3
AIRPORT_ID,KOQN,KOQN
AIRPORT_ID,3D2,3D2
AIRPORT_ID,64OG,64OG
AIRPORT_ID,8U2,8U2
AIRPORT_ID,VOBL,VOBL
AIRPORT_ID,P52,P52
AIRPORT_ID,KBRG,KBRG
AIRPORT_ID,CYSG,CYSG
AIRPORT_ID,17XS,17XS
AIRPORT_ID,60R,60R
AIRPORT_ID,7AK4,7AK4
AIRPORT_ID,29D,29D
AIRPORT_ID,48X,48X
AIRPORT_ID,0I8,0I8
AIRPORT_ID,H81,H81
AIRPORT_ID,KJRA,KJRA
AIRPORT_ID,KASN,KASN
AIRPORT_ID,N30,N30
AIRPORT_ID,HRYR,HRYR
AIRPORT_ID,D98,D98
AIRPORT_ID,KCVX,KCVX
AIRPORT_ID,KMVC,KMVC
AIRPORT_ID,12NR,12NR
AIRPORT_ID,KEIK,KEIK
AIRPORT_ID,KRQE,KRQE
AIRPORT_ID,O28,O28
AIRPORT_ID,40G,40G
AIRPORT_ID,8A3,8A3
AIRPORT_ID,KGKT,KGKT
AIRPORT_ID,KEPM,KEPM
AIRPORT_ID,KUNU,KUNU
AIRPORT_ID,36VA,36VA
AIRPORT_ID,PAKF,PAKF
AIRPORT_ID,KNBG,KNBG
AIRPORT_ID,C83,C83
AIRPORT_ID,3AU,3AU
AIRPORT_ID,MHRO,MHRO
AIRPORT_ID,66Y,66Y
AIRPORT_ID,PAVA,PAVA
AIRPORT_ID,KRCZ,KRCZ
AIRPORT_ID,KPHT,KPHT
AIRPORT_ID,0TN8,0TN8
AIRPORT_ID,PAGM,PAGM
AIRPORT_ID,T96,T96
AIRPORT_ID,P03,P03
AIRPORT_ID,KISW,KISW
AIRPORT_ID,KBMT,KBMT
AIRPORT_ID,2W5,2W5
AIRPORT_ID,U05,U05
AIRPORT_ID,KDBN,KDBN
AIRPORT_ID,CYCD,CYCD
AIRPORT_ID,N40,N40
AIRPORT_ID,KJSY,KJSY
AIRPORT_ID,O41,O41
AIRPORT_ID,KPVF,KPVF
AIRPORT_ID,PAKD,PAKD
AIRPORT_ID,XS40,XS40
AIRPORT_ID,PATK,PATK
AIRPORT_ID,GA04,GA04
AIRPORT_ID,MD24,MD24
AIRPORT_ID,7MI3,7MI3
AIRPORT_ID,KCAG,KCAG
AIRPORT_ID,OMSJ,OMSJ
AIRPORT_ID,4B6,4B6
AIRPORT_ID,24VA,24VA
AIRPORT_ID,E91,E91
AIRPORT_ID,N72,N72
AIRPORT_ID,KCHK,KCHK
AIRPORT_ID,M95,M95
AIRPORT_ID,N45,N45
AIRPORT_ID,KPEO,KPEO
AIRPORT_ID,KDVN,KDVN
AIRPORT_ID,KNTD,KNTD
AIRPORT_ID,KACQ,KACQ
AIRPORT_ID,KGYL,KGYL
AIRPORT_ID,KFWN,KFWN
AIRPORT_ID,WA46,WA46
AIRPORT_ID,6R1,6R1
AIRPORT_ID,PAFB,PAFB
AIRPORT_ID,57D,57D
AIRPORT_ID,3G9,3G9
AIRPORT_ID,61C,61C
AIRPORT_ID,KACZ,KACZ
AIRPORT_ID,5R8,5R8
AIRPORT_ID,KDNA,KDNA
AIRPORT_ID,29KS,29KS
AIRPORT_ID,50NR,50NR
AIRPORT_ID,PAVE,PAVE
AIRPORT_ID,MMTL,MMTL
AIRPORT_ID,78NC,78NC
AIRPORT_ID,KASJ,KASJ
AIRPORT_ID,PFSH,PFSH
AIRPORT_ID,X07,X07
AIRPORT_ID,KFYM,KFYM
AIRPORT_ID,06N,06N
AIRPORT_ID,KLRJ,KLRJ
AIRPORT_ID,31E,31E
AIRPORT_ID,KGDJ,KGDJ
AIRPORT_ID,KCEK,KCEK
AIRPORT_ID,S37,S37
AIRPORT_ID,KCCB,KCCB
AIRPORT_ID,7WI3,7WI3
AIRPORT_ID,KLBT,KLBT
AIRPORT_ID,B06,B06
AIRPORT_ID,KHVC,KHVC
AIRPORT_ID,KBUU,KBUU
AIRPORT_ID,KMLF,KMLF
AIRPORT_ID,AR62,AR62
AIRPORT_ID,KHRF,KHRF
AIRPORT_ID,9CA2,9CA2
AIRPORT_ID,M02,M02
AIRPORT_ID,KFSO,KFSO
AIRPORT_ID,15CA,15CA
AIRPORT_ID,KRZR,KRZR
AIRPORT_ID,1V6,1V6
AIRPORT_ID,KUBS,KUBS
AIRPORT_ID,KPTT,KPTT
AIRPORT_ID,TX17,TX17
AIRPORT_ID,FA38,FA38
AIRPORT_ID,KSMQ,KSMQ
AIRPORT_ID,39VA,39VA
AIRPORT_ID,LPPR,LPPR
AIRPORT_ID,PAUM,PAUM
AIRPORT_ID,Y23,Y23
AIRPORT_ID,CL35,CL35
AIRPORT_ID,9NC1,9NC1
AIRPORT_ID,PALU,PALU
AIRPORT_ID,T78,T78
AIRPORT_ID,KDNV,KDNV
AIRPORT_ID,0V4,0V4
AIRPORT_ID,9D9,9D9
AIRPORT_ID,6Y8,6Y8
AIRPORT_ID,KMCZ,KMCZ
AIRPORT_ID,54J,54J
AIRPORT_ID,KNOW,KNOW
AIRPORT_ID,KKIC,KKIC
AIRPORT_ID,1H2,1H2
AIRPORT_ID,7W4,7W4
AIRPORT_ID,E60,E60
AIRPORT_ID,MUGM,MUGM
AIRPORT_ID,4FL1,4FL1
AIRPORT_ID,3DW,3DW
AIRPORT_ID,KPSK,KPSK
AIRPORT_ID,PAGH,PAGH
AIRPORT_ID,EGDL,EGDL
AIRPORT_ID,MMSM,MMSM
AIRPORT_ID,E70,E70
AIRPORT_ID,KTWM,KTWM
AIRPORT_ID,3VA3,3VA3
AIRPORT_ID,KJCA,KJCA
AIRPORT_ID,3IA6,3IA6
AIRPORT_ID,0IL1,0IL1
AIRPORT_ID,6K5,6K5
AIRPORT_ID,KLGF,KLGF
AIRPORT_ID,WS35,WS35
AIRPORT_ID,CZBB,CZBB
AIRPORT_ID,L83,L83
AIRPORT_ID,3FL0,3FL0
AIRPORT_ID,RJTY,RJTY
AIRPORT_ID,82OH,82OH
AIRPORT_ID,KJYG,KJYG
AIRPORT_ID,KBGE,KBGE
AIRPORT_ID,44G,44G
AIRPORT_ID,L18,L18
AIRPORT_ID,D80,D80
AIRPORT_ID,KRID,KRID
AIRPORT_ID,24LA,24LA
AIRPORT_ID,KHOC,KHOC
AIRPORT_ID,KBKT,KBKT
AIRPORT_ID,KFOZ,KFOZ
AIRPORT,SACRAMENTO INTL,SACRAMENTO INTL
AIRPORT,DENVER INTL AIRPORT,DENVER INTL AIRPORT
AIRPORT,EPPLEY AIRFIELD,EPPLEY AIRFIELD
AIRPORT,WASHINGTON DULLES INTL ARPT,WASHINGTON DULLES INTL ARPT
AIRPORT,LA GUARDIA ARPT,LA GUARDIA ARPT
AIRPORT,SAN ANTONIO INTL,SAN ANTONIO INTL
AIRPORT,KANSAS CITY INTL,KANSAS CITY INTL
AIRPORT,DALLAS/FORT WORTH INTL ARPT,DALLAS/FORT WORTH INTL ARPT
AIRPORT,NORMAN Y. MINETA SAN JOSE INTL ARPT,NORMAN Y. MINETA SAN JOSE INTL ARPT
AIRPORT,AUGUSTA REGIONAL ARPT AT BUSH FLD,AUGUSTA REGIONAL ARPT AT BUSH FLD
AIRPORT,ALEXANDRIA INTL,ALEXANDRIA INTL
AIRPORT,SYRACUSE HANCOCK INTL,SYRACUSE HANCOCK INTL
AIRPORT,OAKLAND COUNTY INTL,OAKLAND COUNTY INTL
AIRPORT,LOS ANGELES INTL,LOS ANGELES INTL
AIRPORT,WILLIAM P HOBBY ARPT,WILLIAM P HOBBY ARPT
AIRPORT,SAN FRANCISCO INTL ARPT,SAN FRANCISCO INTL ARPT
AIRPORT,CHICAGO MIDWAY INTL ARPT,CHICAGO MIDWAY INTL ARPT
AIRPORT,TERRE HAUTE INTL ARPT-HULMAN FIELD,TERRE HAUTE INTL ARPT-HULMAN FIELD
AIRPORT,BUFFALO-NIAGARA INTL,BUFFALO-NIAGARA INTL
AIRPORT,DALLAS LOVE FIELD ARPT,DALLAS LOVE FIELD ARPT
AIRPORT,CLEVELAND-HOPKINS INTL ARPT,CLEVELAND-HOPKINS INTL ARPT
AIRPORT,DELAWARE COUNTY REGIONAL ARPT,DELAWARE COUNTY REGIONAL ARPT
AIRPORT,LOUIE ARMSTRONG NEW ORLEANS INTL ARPT,LOUIE ARMSTRONG NEW ORLEANS INTL ARPT
AIRPORT,CHICAGO O'HARE INTL ARPT,CHICAGO O'HARE INTL ARPT
AIRPORT,MANCHESTER AIRPORT,MANCHESTER AIRPORT
AIRPORT,EL PASO INTL ARPT,EL PASO INTL ARPT
AIRPORT,PORTLAND INTL (OR),PORTLAND INTL (OR)
AIRPORT,UNKNOWN,UNKNOWN
AIRPORT,BOB HOPE ARPT,BOB HOPE ARPT
AIRPORT,LONG BEACH-DAUGH FLD,LONG BEACH-DAUGH FLD
AIRPORT,PEORIA INTL ARPT,PEORIA INTL ARPT
AIRPORT,SOUTHWEST FLORIDA INTL ARPT,SOUTHWEST FLORIDA INTL ARPT
AIRPORT,BALTIMORE/WASH INTL THURGOOD MARSHAL ARPT,BALTIMORE/WASH INTL THURGOOD MARSHAL ARPT
AIRPORT,GOSHEN MUNICIPAL ARPT,GOSHEN MUNICIPAL ARPT
AIRPORT,BRADLEY INTL,BRADLEY INTL
AIRPORT,PENSACOLA INTL ARPT,PENSACOLA INTL ARPT
AIRPORT,AUSTIN-BERGSTROM INTL,AUSTIN-BERGSTROM INTL
AIRPORT,TAMPA INTL,TAMPA INTL
AIRPORT,WILMINGTON AIR PARK,WILMINGTON AIR PARK
AIRPORT,RONALD REAGAN WASHINGTON NATIONAL ARPT,RONALD REAGAN WASHINGTON NATIONAL ARPT
AIRPORT,DETROIT METRO WAYNE COUNTY ARPT,DETROIT METRO WAYNE COUNTY ARPT
AIRPORT,RHODE ISLAND TF GREEN INTERNATIONAL AIRPORT,RHODE ISLAND TF GREEN INTERNATIONAL AIRPORT
AIRPORT,POCATELLO REGIONAL ARPT,POCATELLO REGIONAL ARPT
AIRPORT,LINCOLN ARPT,LINCOLN ARPT
AIRPORT,PALM BEACH INTL,PALM BEACH INTL
AIRPORT,MIAMI INTL,MIAMI INTL
AIRPORT,QUAD CITY ARPT,QUAD CITY ARPT
AIRPORT,JOHN GLENN COLUMBUS INTL ARPT,JOHN GLENN COLUMBUS INTL ARPT
AIRPORT,GRAND RAPIDS/ITASCA COUNTY ARPT-GORDON NEWSTROM FIELD,GRAND RAPIDS/ITASCA COUNTY ARPT-GORDON NEWSTROM FIELD
AIRPORT,GRANT COUNTY ARPT,GRANT COUNTY ARPT
AIRPORT,ATLANTIC CITY INTL,ATLANTIC CITY INTL
AIRPORT,LIHUE ARPT,LIHUE ARPT
AIRPORT,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,CINCINNATI/NORTHERN KENTUCKY INTL ARPT
AIRPORT,TULSA INTL,TULSA INTL
AIRPORT,PITTSBURGH INTL ARPT,PITTSBURGH INTL ARPT
AIRPORT,DES MOINES INTL,DES MOINES INTL
AIRPORT,ONTARIO INTL ARPT,ONTARIO INTL ARPT
AIRPORT,ITHACA TOMPKINS REGIONAL ARPT,ITHACA TOMPKINS REGIONAL ARPT
AIRPORT,LEHIGH VALLEY INTL,LEHIGH VALLEY INTL
AIRPORT,KENDALL-TAMIAMI EXECUTIVE ARPT,KENDALL-TAMIAMI EXECUTIVE ARPT
AIRPORT,RALEIGH-DURHAM INTL,RALEIGH-DURHAM INTL
AIRPORT,SAN DIEGO INTL,SAN DIEGO INTL
AIRPORT,ALBANY INTL,ALBANY INTL
AIRPORT,COLUMBUS ARPT,COLUMBUS ARPT
AIRPORT,NORFOLK INTL,NORFOLK INTL
AIRPORT,CAPE COD GATEWAY AIRPORT,CAPE COD GATEWAY AIRPORT
AIRPORT,BOEING FIELD/KING COUNTY INTL ARPT,BOEING FIELD/KING COUNTY INTL ARPT
AIRPORT,SALT LAKE CITY INTL,SALT LAKE CITY INTL
AIRPORT,"BATON ROUGE METROPOLITAN, RYAN FIELD","BATON ROUGE METROPOLITAN, RYAN FIELD"
AIRPORT,PAGE FIELD ARPT,PAGE FIELD ARPT
AIRPORT,JACKSON EVERS INTL,JACKSON EVERS INTL
AIRPORT,NASHVILLE INTL,NASHVILLE INTL
AIRPORT,METRO OAKLAND INTL,METRO OAKLAND INTL
AIRPORT,CHARLOTTESVILLE-ALBEMARLE ARPT,CHARLOTTESVILLE-ALBEMARLE ARPT
AIRPORT,MAHLON SWEET FLD,MAHLON SWEET FLD
AIRPORT,GENERAL EDWARD LAWRENCE LOGAN INTL ARPT,GENERAL EDWARD LAWRENCE LOGAN INTL ARPT
AIRPORT,TRI-CITIES REGIONAL TN/VA ARPT,TRI-CITIES REGIONAL TN/VA ARPT
AIRPORT,HARRISBURG INTL,HARRISBURG INTL
AIRPORT,CAPITAL REGION INTL ARPT,CAPITAL REGION INTL ARPT
AIRPORT,THE FLORIDA KEYS MARATHON,THE FLORIDA KEYS MARATHON
