field,raw_value,canonical_value
AIRPORT,EXCELSIOR SPRINGS MEM,EXCELSIOR SPRINGS MEM
AIRPORT,ONIDA MUNICIPAL,ONIDA MUNICIPAL
AIRPORT,PENANG INTL,PENANG INTL
AIRPORT,YOLO COUNTY ARPT,YOLO COUNTY ARPT
AIRPORT,HURON REGIONAL ARPT,HURON REGIONAL ARPT
AIRPORT,JORGE CHAVEZ INTL,JORGE CHAVEZ INTL
AIRPORT,NADI INTL,NADI INTL
AIRPORT,WESTERN NEBRASKA REGNL ARPT/WILLIAM B. HEILIG FIELD,WESTERN NEBRASKA REGNL ARPT/WILLIAM B. HEILIG FIELD
AIRPORT,SHERIDAN COUNTY ARPT,SHERIDAN COUNTY ARPT
AIRPORT,GRAND JUNCTION REGIONAL ARPT,GRAND JUNCTION REGIONAL ARPT
AIRPORT,INDIANAPOLIS METROPOLITAN ARPT,INDIANAPOLIS METROPOLITAN ARPT
AIRPORT,PROVIDENCIALES INTL,PROVIDENCIALES INTL
AIRPORT,LAMAR MUNICIPAL ARPT,LAMAR MUNICIPAL ARPT
AIRPORT,SCAMMON BAY AIRPORT,SCAMMON BAY AIRPORT
AIRPORT,MONTAUK ARPT,MONTAUK ARPT
AIRPORT,TOKYO INTL,TOKYO INTL
AIRPORT,DUSSELDORF,DUSSELDORF
AIRPORT,DAYTON-WRIGHT BROTHERS ARPT,DAYTON-WRIGHT BROTHERS ARPT
AIRPORT,STOCKHOLM ARLANDA,STOCKHOLM ARLANDA
AIRPORT,GARNER FIELD ARPT,GARNER FIELD ARPT
AIRPORT,ERNESTO CORTISSOZ,ERNESTO CORTISSOZ
AIRPORT,CHAUTAUQUA COUNTY/JAMESTOWN ARPT,CHAUTAUQUA COUNTY/JAMESTOWN ARPT
AIRPORT,KING ABDULAZIZ AIR BASE                    ,KING ABDULAZIZ AIR BASE
AIRPORT,HONG KONG INTL,HONG KONG INTL
AIRPORT,BELUGA AIRPORT,BELUGA AIRPORT
AIRPORT,NORTHAMPTON ARPT,NORTHAMPTON ARPT
AIRPORT,DENISON MUNICIPAL ARPT,DENISON MUNICIPAL ARPT
AIRPORT,BIG BEAR CITY,BIG BEAR CITY
AIRPORT,SOUTHWEST OREGON REGIONAL ARPT,SOUTHWEST OREGON REGIONAL ARPT
AIRPORT,CAPT FEAR REGNL JETPORT/HOWIE FRANKLIN FIELD ARPT,CAPT FEAR REGNL JETPORT/HOWIE FRANKLIN FIELD ARPT
AIRPORT,DICKINSON-THEODORE ROOSEVELT RGNL,DICKINSON-THEODORE ROOSEVELT RGNL
AIRPORT,ERIE-OTTAWA INTL ARPT - CARL KELLER FIELD,ERIE-OTTAWA INTL ARPT - CARL KELLER FIELD
AIRPORT,SOUTHEAST IOWA REGIONAL ARPT,SOUTHEAST IOWA REGIONAL ARPT
AIRPORT,ALLIANCE MUNICIPAL ARPT,ALLIANCE MUNICIPAL ARPT
AIRPORT,CHARLES DE GAULLE,CHARLES DE GAULLE
AIRPORT,LIBERAL MID-AMERICA REGNL ARPT,LIBERAL MID-AMERICA REGNL ARPT
AIRPORT,NW ARKANSAS REGIONAL,NW ARKANSAS REGIONAL
AIRPORT,CALKINS FIELD ARPT,CALKINS FIELD ARPT
AIRPORT,LOS MOCHIS,LOS MOCHIS
AIRPORT,CONCORD REGIONAL ARPT,CONCORD REGIONAL ARPT
AIRPORT,BUCHOLZ AAF MARSHALL,BUCHOLZ AAF MARSHALL
AIRPORT,CHARLESTON EXECUTIVE ARPT,CHARLESTON EXECUTIVE ARPT
AIRPORT,ARLINGTON MUNICIPAL ARPT (TX),ARLINGTON MUNICIPAL ARPT (TX)
AIRPORT,FRANCIS S GABRESKI ARPT,FRANCIS S GABRESKI ARPT
AIRPORT,AIRHAVEN,AIRHAVEN
AIRPORT,HAMILTON,HAMILTON
AIRPORT,GRANTLEY ADAMS BARBA,GRANTLEY ADAMS BARBA
AIRPORT,SPRING HILL ARPT,SPRING HILL ARPT
AIRPORT,SANTA FE DE BOGOTA,SANTA FE DE BOGOTA
AIRPORT,RICE LAKE REGIONAL ARPT CARL'S FIELD,RICE LAKE REGIONAL ARPT CARL'S FIELD
AIRPORT,GRIFFITH-MERRILLVILLE ARPT,GRIFFITH-MERRILLVILLE ARPT
AIRPORT,WHITE COUNTY ARPT,WHITE COUNTY ARPT
AIRPORT,ALLENTOWN QUEEN CITY MUNICIPAL,ALLENTOWN QUEEN CITY MUNICIPAL
AIRPORT,MONUMENT VALLEY ARPT (PVT),MONUMENT VALLEY ARPT (PVT)
AIRPORT,RUHES ARPT,RUHES ARPT
AIRPORT,WOKAL FIELD/GLASGOW INTL ARPT,WOKAL FIELD/GLASGOW INTL ARPT
AIRPORT,PITT-GREENVILLE ARPT,PITT-GREENVILLE ARPT
AIRPORT,TRUKEE-TAHOE ARPT,TRUKEE-TAHOE ARPT
AIRPORT,LAJES AIRPORT,LAJES AIRPORT
AIRPORT,CORDOVA MUNICIPAL ARPT,CORDOVA MUNICIPAL ARPT
AIRPORT,LA ROMANA INTL,LA ROMANA INTL
AIRPORT,MURTALA MUHAMMED,MURTALA MUHAMMED
AIRPORT,ELY AIRPORT/YELLAND FIELD,ELY AIRPORT/YELLAND FIELD
AIRPORT,PELLSTON REGNL ARPT OF EMMET COUNTY,PELLSTON REGNL ARPT OF EMMET COUNTY
AIRPORT,COZUMEL ,COZUMEL
AIRPORT,PERRY-WARSAW ARPT,PERRY-WARSAW ARPT
AIRPORT,LAKES REGIONAL ARPT,LAKES REGIONAL ARPT
AIRPORT,NAPER AERO CLUB ARPT,NAPER AERO CLUB ARPT
AIRPORT,MARLBORO ARPT (CLOSED),MARLBORO ARPT (CLOSED)
AIRPORT,MANITOWISH WATERS,MANITOWISH WATERS
AIRPORT,CHAUTAUQUA COUNTY/DUNKIRK ARPT,CHAUTAUQUA COUNTY/DUNKIRK ARPT
AIRPORT,EAST MIDLANDS,EAST MIDLANDS
AIRPORT,MARCO ISLAND ARPT,MARCO ISLAND ARPT
AIRPORT,RICHTERS ARPT,RICHTERS ARPT
AIRPORT,FRIEDMAN MEMORIAL,FRIEDMAN MEMORIAL
AIRPORT,NORFOLK REGNL ARPT/KARL STEFAN MEMORIAL FIELD,NORFOLK REGNL ARPT/KARL STEFAN MEMORIAL FIELD
AIRPORT,GUSTAVUS ARPT,GUSTAVUS ARPT
AIRPORT,HIRAM CURE ARPT,HIRAM CURE ARPT
AIRPORT,WINNIPEG INTL,WINNIPEG INTL
AIRPORT,ANKENY REGIONAL,ANKENY REGIONAL
AIRPORT,VALDOSTA REGIONAL,VALDOSTA REGIONAL
AIRPORT,CAPITAL (BEIJING),CAPITAL (BEIJING)
AIRPORT,MEAD FLYING SERVICE ARPT,MEAD FLYING SERVICE ARPT
AIRPORT,CHESTER ARPT,CHESTER ARPT
AIRPORT,MEADOW LAKE ARPT,MEADOW LAKE ARPT
AIRPORT,MOORE COUNTY ARPT,MOORE COUNTY ARPT
AIRPORT,FAIRMONT MUNICIPAL ARPT,FAIRMONT MUNICIPAL ARPT
AIRPORT,HOUGHTON COUNTY MEM,HOUGHTON COUNTY MEM
AIRPORT,HORSEHOE BEND ARPT,HORSEHOE BEND ARPT
AIRPORT,JACKSON COUNTY ARPT,JACKSON COUNTY ARPT
AIRPORT,ASHLAND/LINEVILLE,ASHLAND/LINEVILLE
AIRPORT,WINDHAM ARPT,WINDHAM ARPT
AIRPORT,FARMVILLE REGIONAL ARPT,FARMVILLE REGIONAL ARPT
AIRPORT,ROSTRAVER,ROSTRAVER
AIRPORT,JENNINGS,JENNINGS
AIRPORT,FORT DODGE REGIONAL,FORT DODGE REGIONAL
AIRPORT,NEW CHITOSE,NEW CHITOSE
AIRPORT,PICKENS COUNTY ARPT (GA),PICKENS COUNTY ARPT (GA)
AIRPORT,INTL DE CARRASCO,INTL DE CARRASCO
AIRPORT,SIGONELLA,SIGONELLA
AIRPORT,KHABAROVSK,KHABAROVSK
AIRPORT,PRESTWICK,PRESTWICK
AIRPORT,PHILIP BILLARD MUNICIPAL ARPT,PHILIP BILLARD MUNICIPAL ARPT
AIRPORT,MORROW COUNTY,MORROW COUNTY
AIRPORT,CORNING MUNICIPAL ARPT (IA),CORNING MUNICIPAL ARPT (IA)
AIRPORT,ONEONTA MUNICIPAL ARPT,ONEONTA MUNICIPAL ARPT
AIRPORT,WEST BRANCH COMMUNITY ARPT,WEST BRANCH COMMUNITY ARPT
AIRPORT,PRIVATE AIR STRIP,PRIVATE AIR STRIP
AIRPORT,HOMER ARPT,HOMER ARPT
AIRPORT,IXTAPA-ZIHUATENEJO,IXTAPA-ZIHUATENEJO
AIRPORT,MANISTEE COUNTY-BLACKER ARPT,MANISTEE COUNTY-BLACKER ARPT
AIRPORT,BEAVER ISLAND ARPT,BEAVER ISLAND ARPT
AIRPORT,WILLIAMSON COUNTY REGIONAL,WILLIAMSON COUNTY REGIONAL
AIRPORT,GLACIER PARK INTL,GLACIER PARK INTL
AIRPORT,FESTUS MEMORIAL ARPT,FESTUS MEMORIAL ARPT
AIRPORT,PITTSFIELD MUNICIPAL ARPT (MA),PITTSFIELD MUNICIPAL ARPT (MA)
AIRPORT,M GRAHAM CLARK - TANEY COUNTY ARPT,M GRAHAM CLARK - TANEY COUNTY ARPT
AIRPORT,CHEROKEE COUNTY ARPT,CHEROKEE COUNTY ARPT
AIRPORT,ROSWELL INTL AIR CENTER,ROSWELL INTL AIR CENTER
AIRPORT,EDWARD G PITKA SR ARPT,EDWARD G PITKA SR ARPT
AIRPORT,CHEROKEE COUNTY REGIONAL ARPT,CHEROKEE COUNTY REGIONAL ARPT
AIRPORT,RENNER FLD/GOODLAND MUNI ARPT,RENNER FLD/GOODLAND MUNI ARPT
AIRPORT,COUNTRY SQUIRE AIRPARK,COUNTRY SQUIRE AIRPARK
AIRPORT,OPA LOCKA WEST,OPA LOCKA WEST
AIRPORT,SCHOLES INTL ARPT AT GALVESTON,SCHOLES INTL ARPT AT GALVESTON
AIRPORT,SOUTH VALLEY REGIONAL ARPT,SOUTH VALLEY REGIONAL ARPT
AIRPORT,ZARAGOZA,ZARAGOZA
AIRPORT,MAKEDONIA,MAKEDONIA
AIRPORT,SOLBERG-HUNTERDON,SOLBERG-HUNTERDON
AIRPORT,UNIVERSITY PARK ARPT,UNIVERSITY PARK ARPT
AIRPORT,SANTIAGO INTL,SANTIAGO INTL
AIRPORT,WATERTOWN INTL ARPT,WATERTOWN INTL ARPT
AIRPORT,SEDONA ARPT,SEDONA ARPT
AIRPORT,SUBIC BAY INTL,SUBIC BAY INTL
AIRPORT,FORT FRANCES MUNICIPAL,FORT FRANCES MUNICIPAL
AIRPORT,PHOENIX-MESA GATEWAY,PHOENIX-MESA GATEWAY
AIRPORT,CLAYTON LAKE STRIP ARPT,CLAYTON LAKE STRIP ARPT
AIRPORT,MIAMI UNIVERSITY ARPT,MIAMI UNIVERSITY ARPT
AIRPORT,DAWSON COMMUNITY ARPT,DAWSON COMMUNITY ARPT
AIRPORT,STURGIS MUNICIPAL ARPT,STURGIS MUNICIPAL ARPT
AIRPORT,TELLURIDE REGIONAL ARPT,TELLURIDE REGIONAL ARPT
AIRPORT,DOWAGIAC MUNICIPAL ARPT,DOWAGIAC MUNICIPAL ARPT
AIRPORT,CONVERSE COUNTY ARPT,CONVERSE COUNTY ARPT
AIRPORT,GUARULHOS INTL,GUARULHOS INTL
AIRPORT,RUSSELLVILLE REGIONAL ARPT,RUSSELLVILLE REGIONAL ARPT
AIRPORT,SKYHAVEN,SKYHAVEN
AIRPORT,REEDSBURG MUNICIPAL,REEDSBURG MUNICIPAL
AIRPORT,WES LUPIEN,WES LUPIEN
AIRPORT,REGINA INTL,REGINA INTL
AIRPORT,PARADISE SKYPARK ARPT,PARADISE SKYPARK ARPT
AIRPORT,COTTON FIELD ARPT,COTTON FIELD ARPT
AIRPORT,DOVER AIR FORCE BASE,DOVER AIR FORCE BASE
AIRPORT,LAGRANGE-CALLAWAY ARPT,LAGRANGE-CALLAWAY ARPT
AIRPORT,EVANSTON-UINTA COUNTY BURNS FIELD,EVANSTON-UINTA COUNTY BURNS FIELD
AIRPORT,MONETT MUNICIPAL ARPT,MONETT MUNICIPAL ARPT
AIRPORT,LAKE VIKING,LAKE VIKING
AIRPORT,MARQUETTE COUNTY,MARQUETTE COUNTY
AIRPORT,ALPINE-CASPARIS MUNICIPAL,ALPINE-CASPARIS MUNICIPAL
AIRPORT,SAWYER COUNTY ARPT,SAWYER COUNTY ARPT
AIRPORT,JACK BARSTOW,JACK BARSTOW
AIRPORT,ELKO REGIONAL ARPT,ELKO REGIONAL ARPT
AIRPORT,GILLETTE-CAMPBELL COUNTY ARPT,GILLETTE-CAMPBELL COUNTY ARPT
AIRPORT,BIDDEFORD MUNICIPAL,BIDDEFORD MUNICIPAL
AIRPORT,THIGPEN FIELD ARPT,THIGPEN FIELD ARPT
AIRPORT,ZANESVILLE MUNICIPAL ARPT,ZANESVILLE MUNICIPAL ARPT
AIRPORT,PORTAGE MUNICIPAL ARPT,PORTAGE MUNICIPAL ARPT
AIRPORT,FREEHOLD ARPT,FREEHOLD ARPT
AIRPORT,ORCAS ISLAND ARPT,ORCAS ISLAND ARPT
AIRPORT,AUGUSTA STATE,AUGUSTA STATE
AIRPORT,MARION COUNTY-BROWN FIELD,MARION COUNTY-BROWN FIELD
AIRPORT,COLLEGE PARK ARPT,COLLEGE PARK ARPT
AIRPORT,JEFFERSON COUNTY ARPT,JEFFERSON COUNTY ARPT
AIRPORT,SUNRIVER,SUNRIVER
AIRPORT,TINIAN INTL,TINIAN INTL
AIRPORT,HEBER SPRINGS MUNICIPAL ARPT,HEBER SPRINGS MUNICIPAL ARPT
AIRPORT,KINGS LAND O' LAKES ARPT,KINGS LAND O' LAKES ARPT
AIRPORT,DANIEL ODUBER QUIROS INTL,DANIEL ODUBER QUIROS INTL
AIRPORT,DAVIS MONTHAN AIR FORCE BASE,DAVIS MONTHAN AIR FORCE BASE
AIRPORT,KERVILLE MUNI ARPT/LOUIS SCHREINER FIELD,KERVILLE MUNI ARPT/LOUIS SCHREINER FIELD
AIRPORT,JOINT BASE ANDREWS,JOINT BASE ANDREWS
AIRPORT,HAIRE ARPT,HAIRE ARPT
AIRPORT,DESTIN EXECUTIVE AIRPORT,DESTIN EXECUTIVE AIRPORT
AIRPORT,BERZ-MACOMB ARPT,BERZ-MACOMB ARPT
AIRPORT,CUBA MUNICIPAL ARPT,CUBA MUNICIPAL ARPT
AIRPORT,BOLINDER FIELD - TOOELE VALLEY ARPT,BOLINDER FIELD - TOOELE VALLEY ARPT
AIRPORT,OCEAN CITY MUNICIPAL  ARPT (MD),OCEAN CITY MUNICIPAL  ARPT (MD)
AIRPORT,THOMAS RUSSELL FIELD,THOMAS RUSSELL FIELD
AIRPORT,HAMMONTON MUNICIPAL,HAMMONTON MUNICIPAL
AIRPORT,RANGE REGIONAL ARPT,RANGE REGIONAL ARPT
AIRPORT,GLENDALE MUNICIPAL ARPT,GLENDALE MUNICIPAL ARPT
AIRPORT,CORTEZ MUNICIPAL ARPT,CORTEZ MUNICIPAL ARPT
AIRPORT,KEARNEY REGIONAL ARPT,KEARNEY REGIONAL ARPT
AIRPORT,PALATKA MUNICIPAL ARPT - LT KAY LARKIN FLD,PALATKA MUNICIPAL ARPT - LT KAY LARKIN FLD
AIRPORT,MELBOURNE ,MELBOURNE
AIRPORT,JORGE NEWBERY,JORGE NEWBERY
AIRPORT,SOUTHWEST MINNESOTA REGNL ARPT-MARSHALL/RYAN FIELD,SOUTHWEST MINNESOTA REGNL ARPT-MARSHALL/RYAN FIELD
AIRPORT,DANVILLE REGIONAL ARPT,DANVILLE REGIONAL ARPT
AIRPORT,PU DONG INTL ARPT,PU DONG INTL ARPT
AIRPORT,FLOYD W. JONES LEBANON ARPT,FLOYD W. JONES LEBANON ARPT
AIRPORT,GANDER INTL,GANDER INTL
AIRPORT,VIRACOPOS-CAMPINAS INTL ARPT,VIRACOPOS-CAMPINAS INTL ARPT
AIRPORT,MALMO-STURUP ARPT,MALMO-STURUP ARPT
AIRPORT,MT PLEASANT REGL ARPT-FAISON FIELD,MT PLEASANT REGL ARPT-FAISON FIELD
AIRPORT,ROBERTS FIELD ARPT,ROBERTS FIELD ARPT
AIRPORT,KUNSAN,KUNSAN
AIRPORT,CAMBRIDGE MUNICIPAL,CAMBRIDGE MUNICIPAL
AIRPORT,HAROLD DAVIDSON FIELD ARPT,HAROLD DAVIDSON FIELD ARPT
AIRPORT,KUALA LUMPUR INTL,KUALA LUMPUR INTL
AIRPORT,LOS CABOS INTL,LOS CABOS INTL
AIRPORT,CLERMONT COUNTY ARPT,CLERMONT COUNTY ARPT
AIRPORT,HOUARI BOUMEDIENE,HOUARI BOUMEDIENE
AIRPORT,DODGE CITY REGIONAL ARPT,DODGE CITY REGIONAL ARPT
AIRPORT,LLANO MUNICIPAL ARPT,LLANO MUNICIPAL ARPT
AIRPORT,REDWOOD FALLS MUNICIPAL ARPT,REDWOOD FALLS MUNICIPAL ARPT
AIRPORT,SCHENECTADY COUNTY,SCHENECTADY COUNTY
AIRPORT,MARTIN STATE ARPT,MARTIN STATE ARPT
AIRPORT,HESLER-NOBLE FIELD ARPT,HESLER-NOBLE FIELD ARPT
AIRPORT,CAPE MAY COUNTY ARPT,CAPE MAY COUNTY ARPT
AIRPORT,COLUMBUS MUNICIPAL ARPT (IN),COLUMBUS MUNICIPAL ARPT (IN)
AIRPORT,ZEPHYRHILLS MUNICIPAL ARPT,ZEPHYRHILLS MUNICIPAL ARPT
AIRPORT,HOUSTON GULF ARPT,HOUSTON GULF ARPT
AIRPORT,STROTHER FIELD ARPT,STROTHER FIELD ARPT
AIRPORT,JOHN F KENNEDY MEMORIAL,JOHN F KENNEDY MEMORIAL
AIRPORT,TRI-CITY ARPT (PARSONS),TRI-CITY ARPT (PARSONS)
AIRPORT,COLUMBUS MUNICIPAL ARPT (NE),COLUMBUS MUNICIPAL ARPT (NE)
AIRPORT,PROVINCETOWN MUNICIPAL ARPT,PROVINCETOWN MUNICIPAL ARPT
AIRPORT,HELENA REGIONAL,HELENA REGIONAL
AIRPORT,PRESCOTT REGIONAL AIRPORT-ERNEST A LOVE FIELD,PRESCOTT REGIONAL AIRPORT-ERNEST A LOVE FIELD
AIRPORT,ADA MUNICIPAL ARPT,ADA MUNICIPAL ARPT
AIRPORT,EAGLE COUNTY REGIONAL,EAGLE COUNTY REGIONAL
AIRPORT,TRADEWIND ARPT,TRADEWIND ARPT
AIRPORT,MUNICH INTL ARPT,MUNICH INTL ARPT
AIRPORT,MULEGE AIRSTRIP,MULEGE AIRSTRIP
AIRPORT,CIAMPINO (ROME),CIAMPINO (ROME)
AIRPORT,OAKLAND/TROY ARPT,OAKLAND/TROY ARPT
AIRPORT,JEFFERSON CITY MEMORIAL ARPT,JEFFERSON CITY MEMORIAL ARPT
AIRPORT,COLD BAY ARPT,COLD BAY ARPT
AIRPORT,NAUSORI INTL ARPT,NAUSORI INTL ARPT
AIRPORT,MT PLEASANT MUNICIPAL ARPT,MT PLEASANT MUNICIPAL ARPT
AIRPORT,EGLIN AIR FORCE BASE/DESTIN-FORT WALTON BEACH AIRPORT,EGLIN AIR FORCE BASE/DESTIN-FORT WALTON BEACH AIRPORT
AIRPORT,RALEIGH EXEC JETPORT AT SANFORD-LEE CNTY ARPT,RALEIGH EXEC JETPORT AT SANFORD-LEE CNTY ARPT
AIRPORT,CAUSEY ARPT,CAUSEY ARPT
AIRPORT,GREATER PORTSMOUTH REGIONAL ARPT,GREATER PORTSMOUTH REGIONAL ARPT
AIRPORT,MEMORIAL FIELD,MEMORIAL FIELD
AIRPORT,JIM HAMILTON L B OWENS ARPT,JIM HAMILTON L B OWENS ARPT
AIRPORT,WARRENTON-FAUQUIER,WARRENTON-FAUQUIER
AIRPORT,BLOCK ISLAND STATE,BLOCK ISLAND STATE
AIRPORT,SONTIMER ARPT,SONTIMER ARPT
AIRPORT,CARRABELLE-THOMPSON,CARRABELLE-THOMPSON
AIRPORT,VIRU VIRU INTL,VIRU VIRU INTL
AIRPORT,GAYLORD REGIONAL ARPT,GAYLORD REGIONAL ARPT
AIRPORT,KINGMAN,KINGMAN
AIRPORT,MANHATTAN REGIONAL,MANHATTAN REGIONAL
AIRPORT,ASHE COUNTY,ASHE COUNTY
AIRPORT,MALCOLM MCKINNON ARPT,MALCOLM MCKINNON ARPT
AIRPORT,ROCHE HARBOR (SPB),ROCHE HARBOR (SPB)
AIRPORT,MILEY MEMORIAL FIELD ARPT,MILEY MEMORIAL FIELD ARPT
AIRPORT,ELKHART MUNICIPAL ARPT,ELKHART MUNICIPAL ARPT
AIRPORT,TIANJIN,TIANJIN
AIRPORT,JOSE MARTI INTL ARPT,JOSE MARTI INTL ARPT
AIRPORT,BARNESVILLE-BRADFIELD ARPT,BARNESVILLE-BRADFIELD ARPT
AIRPORT,CARROLL COUNTY REGNL ARPT/JACK B POAGE FIELD,CARROLL COUNTY REGNL ARPT/JACK B POAGE FIELD
AIRPORT,TROY MUNICIPAL ARPT,TROY MUNICIPAL ARPT
AIRPORT,SASKATOON/JOHN G. DIEFENBAKER INTL,SASKATOON/JOHN G. DIEFENBAKER INTL
AIRPORT,DONA ANA COUNTY ARPT AT SANTA TERESA,DONA ANA COUNTY ARPT AT SANTA TERESA
AIRPORT,COLUMBIA COUNTY ARPT,COLUMBIA COUNTY ARPT
AIRPORT,DAVID'S ARPT,DAVID'S ARPT
AIRPORT,CLINTONVILLE MUNICIPAL ARPT,CLINTONVILLE MUNICIPAL ARPT
AIRPORT,GUNNISON-CRESTED BUTTE REGNL ARPT,GUNNISON-CRESTED BUTTE REGNL ARPT
AIRPORT,SAULT STE MARIE MUNICIPAL,SAULT STE MARIE MUNICIPAL
AIRPORT,DELAND MUNICIPAL ARPT-SIDNEY H TAYLOR FIELD,DELAND MUNICIPAL ARPT-SIDNEY H TAYLOR FIELD
AIRPORT,SULLIVAN COUNTY INTL,SULLIVAN COUNTY INTL
AIRPORT,TOLUCA/LIC ADOLFO,TOLUCA/LIC ADOLFO
AIRPORT,SEASIDE MUNICIPAL ARPT,SEASIDE MUNICIPAL ARPT
AIRPORT,SKAGIT REGIONAL,SKAGIT REGIONAL
AIRPORT,DILLINGHAM AIRFIELD,DILLINGHAM AIRFIELD
AIRPORT,CHARLOTTE-MONROE  EXECUTIVE ARPT,CHARLOTTE-MONROE  EXECUTIVE ARPT
AIRPORT,SAN LUIS VALLEY REGNL ARPT/BERGMAN FIELD,SAN LUIS VALLEY REGNL ARPT/BERGMAN FIELD
AIRPORT,SPACE COAST REGIONAL,SPACE COAST REGIONAL
AIRPORT,WAUTOMA MUNICIPAL,WAUTOMA MUNICIPAL
AIRPORT,NORTHEAST ALABAMA REGIONAL ARPT,NORTHEAST ALABAMA REGIONAL ARPT
AIRPORT,SMITH REYOLDS ARPT,SMITH REYOLDS ARPT
AIRPORT,JAMESTOWN REGIONAL,JAMESTOWN REGIONAL
AIRPORT,SOEKARNO-HATTA,SOEKARNO-HATTA
AIRPORT,GALLATIN FIELD ARPT,GALLATIN FIELD ARPT
AIRPORT,ARDMORE MUNICIPAL,ARDMORE MUNICIPAL
AIRPORT,BENTON FIELD ARPT,BENTON FIELD ARPT
AIRPORT,LAKE HAVASU CITY ARPT,LAKE HAVASU CITY ARPT
AIRPORT,PORTER COUNTY MUNICIPAL,PORTER COUNTY MUNICIPAL
AIRPORT,SAINT HUBERT,SAINT HUBERT
AIRPORT,COUNCIL BLUFFS MUNICIPAL ARPT,COUNCIL BLUFFS MUNICIPAL ARPT
AIRPORT,WESTHEIMER AIR PARK,WESTHEIMER AIR PARK
AIRPORT,BARNES JEWISH HOSPITAL,BARNES JEWISH HOSPITAL
AIRPORT,ST CATHARINES/NIAGARA DISTRICT,ST CATHARINES/NIAGARA DISTRICT
AIRPORT,HAMILTON ISLAND,HAMILTON ISLAND
AIRPORT,MCCORMICK COUNTY,MCCORMICK COUNTY
AIRPORT,TRAVIS AIR FORCE BASE,TRAVIS AIR FORCE BASE
AIRPORT,ST LANDRY PARISH ARPT-AHART FIELD,ST LANDRY PARISH ARPT-AHART FIELD
AIRPORT,STARKS TWIN OAKS,STARKS TWIN OAKS
AIRPORT,SUGAR LAND REGIONAL ARPT,SUGAR LAND REGIONAL ARPT
AIRPORT,ANDERSON REGIONAL,ANDERSON REGIONAL
AIRPORT,LA GRANDE/UNION COUNTY ARPT,LA GRANDE/UNION COUNTY ARPT
AIRPORT,SARATOGA COUNTY ARPT,SARATOGA COUNTY ARPT
AIRPORT,CLARK COUNTY REGIONAL ARPT (IN),CLARK COUNTY REGIONAL ARPT (IN)
AIRPORT,THREE CASTLES ARPK,THREE CASTLES ARPK
AIRPORT,VANDENBERG AIR FORCE BASE,VANDENBERG AIR FORCE BASE
AIRPORT,RED LODGE ARPT,RED LODGE ARPT
AIRPORT,SINGAPORE CHANGI AIRPORT,SINGAPORE CHANGI AIRPORT
AIRPORT,CORONADO ARPT,CORONADO ARPT
AIRPORT,BESSEMER ARPT,BESSEMER ARPT
AIRPORT,SANTA FE MUNICIPAL,SANTA FE MUNICIPAL
AIRPORT,UGNU-KUPARUK ARPT,UGNU-KUPARUK ARPT
AIRPORT,JACQUELINE COCHRAN REGIONAL ARPT,JACQUELINE COCHRAN REGIONAL ARPT
AIRPORT,OKEECHOBEE COUNTY ARPT,OKEECHOBEE COUNTY ARPT
AIRPORT,NORTH FORK VALLEY,NORTH FORK VALLEY
AIRPORT,SLIDELL AIRPORT,SLIDELL AIRPORT
AIRPORT,MUIR ARMY AIRFIELD,MUIR ARMY AIRFIELD
AIRPORT,TOKSOOK BAY ARPT,TOKSOOK BAY ARPT
AIRPORT,SHENANDOAH VALLEY,SHENANDOAH VALLEY
AIRPORT,CONROE/NORTH HOUSTON REGIONAL AIRPORT                ,CONROE/NORTH HOUSTON REGIONAL AIRPORT
AIRPORT,H L SONNY CALLAHAN ARPT,H L SONNY CALLAHAN ARPT
AIRPORT,PORTAGE COUNTY ARPT,PORTAGE COUNTY ARPT
AIRPORT,MANITOWOC COUNTY ARPT,MANITOWOC COUNTY ARPT
AIRPORT,DAUPHIN ISLAND ARPT,DAUPHIN ISLAND ARPT
AIRPORT,KLEBERG COUNTY ARPT,KLEBERG COUNTY ARPT
AIRPORT,CLEARVIEW AIRPARK,CLEARVIEW AIRPARK
AIRPORT,CHESTER COUNTY G O CARLSON ARPT,CHESTER COUNTY G O CARLSON ARPT
AIRPORT,LA CHINITA INTL,LA CHINITA INTL
AIRPORT,KALAELOA ARPT JOHN RODGERS FIELD,KALAELOA ARPT JOHN RODGERS FIELD
AIRPORT,SHAWANO MUNICIPAL ARPT,SHAWANO MUNICIPAL ARPT
AIRPORT,ANNISTON METROPOLITAN ARPT,ANNISTON METROPOLITAN ARPT
AIRPORT,GEORGE R CARR MEMORIAL,GEORGE R CARR MEMORIAL
AIRPORT,EMMONAK ARPT,EMMONAK ARPT
AIRPORT,BOULDER CITY MUNICIPAL ARPT,BOULDER CITY MUNICIPAL ARPT
AIRPORT,BROOKINGS REGIONAL ARPT,BROOKINGS REGIONAL ARPT
AIRPORT,PITTSFIELD MUNICIPAL (ME),PITTSFIELD MUNICIPAL (ME)
AIRPORT,WITHAM FIELD ARPT,WITHAM FIELD ARPT
AIRPORT,T B LETTSOME INTL,T B LETTSOME INTL
AIRPORT,EASTERN OREGON REGNL ARPT AT PENDLETON,EASTERN OREGON REGNL ARPT AT PENDLETON
AIRPORT,WAYNE MUNI ARPT/STAN MORRIS FIELD,WAYNE MUNI ARPT/STAN MORRIS FIELD
AIRPORT,MORGANTOWN ARPT,MORGANTOWN ARPT
