model,feature_set,params,mean_macro_f1,std_macro_f1,mean_macro_precision,std_macro_precision,mean_macro_recall,std_macro_recall,mean_weighted_f1,std_weighted_f1,mean_balanced_accuracy,std_balanced_accuracy,mean_log_loss,std_log_loss,mean_brier_multiclass,std_brier_multiclass,mean_macro_average_precision_ovr,std_macro_average_precision_ovr,mean_macro_roc_auc_ovr,std_macro_roc_auc_ovr,mean_precision_S+D,std_precision_S+D,mean_recall_S+D,std_recall_S+D,mean_f1_S+D,std_f1_S+D
random_forest,airport_aware,"{""model__class_weight"": ""balanced_subsample"", ""model__max_depth"": 12, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 10, ""model__min_samples_split"": 2, ""model__n_estimators"": 250}",0.4176956111185775,0.05064039947488231,0.4313128370230627,0.025619547519747033,0.44980024097398663,0.014676406547444822,0.4576599702128443,0.054507956061317024,0.44980024097398663,0.014676406547444822,1.0461370578033653,0.014103076592503839,0.6331926909783985,0.011523317690455672,0.4316121221777062,0.019438915057067144,0.6292746365289269,0.005786753861508499,0.38505417135141673,0.11930614198271594,0.5114599178781558,0.04702994385356718,0.42455421193094445,0.08543071926226486
random_forest,airport_aware,"{""model__class_weight"": ""balanced_subsample"", ""model__max_depth"": 12, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 10, ""model__min_samples_split"": 10, ""model__n_estimators"": 250}",0.4176956111185775,0.05064039947488231,0.4313128370230627,0.025619547519747033,0.44980024097398663,0.014676406547444822,0.4576599702128443,0.054507956061317024,0.44980024097398663,0.014676406547444822,1.0461370578033655,0.014103076592503804,0.6331926909783985,0.011523317690455672,0.4316121221777062,0.019438915057067144,0.6292746365289269,0.005786753861508499,0.38505417135141673,0.11930614198271594,0.5114599178781558,0.04702994385356718,0.42455421193094445,0.08543071926226486
random_forest,airport_aware,"{""model__class_weight"": ""balanced_subsample"", ""model__max_depth"": 12, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 10, ""model__min_samples_split"": 2, ""model__n_estimators"": 400}",0.41721110779650106,0.04943472672834896,0.4313109123636494,0.02299920688461436,0.4491230760441973,0.013798653853939706,0.4578293770514752,0.05289665417952171,0.4491230760441973,0.013798653853939706,1.0459318511128513,0.014049354870807057,0.633086105724552,0.011541176455575218,0.431410859027352,0.018727860109535352,0.6293852238618236,0.004954516064282951,0.38350203366678964,0.12066204038417107,0.5055593775239352,0.044744950811829734,0.4216197856599143,0.08782465410464561
random_forest,airport_aware,"{""model__class_weight"": ""balanced_subsample"", ""model__max_depth"": 12, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 10, ""model__min_samples_split"": 10, ""model__n_estimators"": 400}",0.41721110779650106,0.04943472672834896,0.4313109123636494,0.02299920688461436,0.4491230760441973,0.013798653853939706,0.4578293770514752,0.05289665417952171,0.4491230760441973,0.013798653853939706,1.0459318511128513,0.01404935487080715,0.633086105724552,0.011541176455575194,0.431410859027352,0.018727860109535352,0.6293852238618236,0.004954516064282951,0.38350203366678964,0.12066204038417107,0.5055593775239352,0.044744950811829734,0.4216197856599143,0.08782465410464561
random_forest,airport_aware,"{""model__class_weight"": ""balanced_subsample"", ""model__max_depth"": null, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 10, ""model__min_samples_split"": 2, ""model__n_estimators"": 400}",0.416437364414824,0.04883454115042922,0.4310761563718559,0.021399251483360943,0.4506081097324657,0.01778116835049784,0.45670246800418723,0.05704102871392478,0.4506081097324657,0.01778116835049784,1.0423336885380448,0.01850584565822877,0.6310306342112141,0.015277730490188508,0.4307063281944542,0.01933900009151712,0.6296397821563059,0.005783835336783986,0.38396883153405237,0.1150677895337982,0.524363860539192,0.05191431614956411,0.4290576959301015,0.08351236326670733
random_forest,airport_aware,"{""model__class_weight"": ""balanced_subsample"", ""model__max_depth"": null, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 10, ""model__min_samples_split"": 10, ""model__n_estimators"": 400}",0.416437364414824,0.04883454115042922,0.4310761563718559,0.021399251483360943,0.4506081097324657,0.01778116835049784,0.45670246800418723,0.05704102871392478,0.4506081097324657,0.01778116835049784,1.0423336885380448,0.01850584565822877,0.6310306342112141,0.015277730490188528,0.4307063281944542,0.01933900009151712,0.6296397821563059,0.005783835336783986,0.38396883153405237,0.1150677895337982,0.524363860539192,0.05191431614956411,0.4290576959301015,0.08351236326670733
random_forest,extended_geographic,"{""model__class_weight"": ""balanced_subsample"", ""model__max_depth"": 12, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 10, ""model__min_samples_split"": 2, ""model__n_estimators"": 400}",0.41632422730744684,0.046515857141426545,0.43024560052745225,0.019412818364153685,0.44876378646338927,0.012068810286273995,0.45678012454712597,0.051504839919746165,0.44876378646338927,0.012068810286273995,1.0446472255253463,0.015562253049702329,0.6325870329759281,0.012922571942862561,0.4302093042788031,0.01995475731023209,0.6289661310908367,0.004743688477394586,0.38515674885245027,0.11924055899407057,0.5101079676816589,0.0381642454467743,0.42510894590949616,0.08581798676391353
random_forest,extended_geographic,"{""model__class_weight"": ""balanced_subsample"", ""model__max_depth"": 12, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 10, ""model__min_samples_split"": 10, ""model__n_estimators"": 400}",0.41632422730744684,0.046515857141426545,0.43024560052745225,0.019412818364153685,0.44876378646338927,0.012068810286273995,0.45678012454712597,0.051504839919746165,0.44876378646338927,0.012068810286273995,1.0446472255253463,0.015562253049702362,0.6325870329759281,0.012922571942862596,0.4302093042788031,0.01995475731023209,0.6289661310908367,0.004743688477394586,0.38515674885245027,0.11924055899407057,0.5101079676816589,0.0381642454467743,0.42510894590949616,0.08581798676391353
random_forest,airport_aware,"{""model__class_weight"": ""balanced_subsample"", ""model__max_depth"": null, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 10, ""model__min_samples_split"": 2, ""model__n_estimators"": 250}",0.41585025496146333,0.04846704127920202,0.4307844535181233,0.021334909419682656,0.44966560592101723,0.019431859968523056,0.45575381194533937,0.05553915018701344,0.44966560592101723,0.019431859968523056,1.042402889184099,0.01891862515299366,0.6311024617780083,0.015485211784432578,0.42997865537496727,0.01945425854316723,0.6294536334392496,0.006647214681766802,0.3837233848511337,0.11491527556448627,0.5205101617113063,0.04999335192138178,0.42767796647683143,0.08372521342726927
random_forest,airport_aware,"{""model__class_weight"": ""balanced_subsample"", ""model__max_depth"": null, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 10, ""model__min_samples_split"": 10, ""model__n_estimators"": 250}",0.41585025496146333,0.04846704127920202,0.4307844535181233,0.021334909419682656,0.44966560592101723,0.019431859968523056,0.45575381194533937,0.05553915018701344,0.44966560592101723,0.019431859968523056,1.042402889184099,0.01891862515299365,0.6311024617780083,0.015485211784432578,0.42997865537496727,0.01945425854316723,0.6294536334392496,0.006647214681766802,0.3837233848511337,0.11491527556448627,0.5205101617113063,0.04999335192138178,0.42767796647683143,0.08372521342726927
