model,feature_set,params,mean_pr_auc,std_pr_auc,mean_precision,std_precision,mean_recall,std_recall,mean_f1,std_f1,mean_balanced_accuracy,std_balanced_accuracy,mean_roc_auc,std_roc_auc,mean_brier,std_brier,mean_log_loss,std_log_loss
xgboost,extended_geographic,"{""model__colsample_bytree"": 1.0, ""model__learning_rate"": 0.08, ""model__max_depth"": 3, ""model__min_child_weight"": 5, ""model__n_estimators"": 300, ""model__reg_lambda"": 1.0, ""model__subsample"": 0.8, ""sample_weight_mode"": ""none""}",0.5427828943480484,0.03007440921947852,0.5764273135654541,0.04721549677532427,0.3403496788336909,0.07586197499840981,0.4232385151555139,0.06337736128225523,0.6100665595358576,0.023660481125893574,0.7161910498585782,0.019005835108435367,0.19217698626143723,0.012105281267069008,0.5666759846369512,0.029318263165425407
xgboost,airport_aware,"{""model__colsample_bytree"": 1.0, ""model__learning_rate"": 0.03, ""model__max_depth"": 3, ""model__min_child_weight"": 1, ""model__n_estimators"": 600, ""model__reg_lambda"": 5.0, ""model__subsample"": 0.8, ""sample_weight_mode"": ""none""}",0.5425814663284954,0.035038729396461396,0.5835216908344663,0.07052920350965543,0.3242464590633972,0.08581629479846511,0.41244785702740366,0.08218221510486015,0.60775097342681,0.03312517685223605,0.718204846297759,0.015694829495150164,0.19152472111281613,0.010535625684305917,0.5649491335283541,0.02504688739016134
xgboost,airport_aware,"{""model__colsample_bytree"": 1.0, ""model__learning_rate"": 0.03, ""model__max_depth"": 3, ""model__min_child_weight"": 1, ""model__n_estimators"": 600, ""model__reg_lambda"": 1.0, ""model__subsample"": 0.8, ""sample_weight_mode"": ""none""}",0.5424700057794704,0.03355569574773762,0.5889437744300516,0.05631336949073722,0.32196316782197565,0.08878165057136057,0.4109553514406471,0.081743792870839,0.6078909566397035,0.03229783201039321,0.7184705322808135,0.018163873815830463,0.1916213297210303,0.01128681013203958,0.5650303111183447,0.027094065251883626
xgboost,extended_geographic,"{""model__colsample_bytree"": 1.0, ""model__learning_rate"": 0.08, ""model__max_depth"": 3, ""model__min_child_weight"": 5, ""model__n_estimators"": 300, ""model__reg_lambda"": 5.0, ""model__subsample"": 0.8, ""sample_weight_mode"": ""balanced""}",0.5424230951425684,0.03064099961607484,0.5004383969417615,0.0341391215455448,0.6191916816168855,0.035860791355303304,0.5523396715145288,0.019932755752672,0.661039184900442,0.018659754822217878,0.7177396665820751,0.01677189515637683,0.2094061179237044,0.0073543603163351,0.6066260743894181,0.016819992246488176
xgboost,airport_aware,"{""model__colsample_bytree"": 0.8, ""model__learning_rate"": 0.03, ""model__max_depth"": 3, ""model__min_child_weight"": 1, ""model__n_estimators"": 600, ""model__reg_lambda"": 1.0, ""model__subsample"": 0.8, ""sample_weight_mode"": ""none""}",0.5423514146395938,0.03285310418164293,0.5724488387039034,0.07899654096596857,0.3172007621663693,0.0929911921953551,0.4035522450165572,0.09225566418564565,0.6035077556040805,0.03681932489724839,0.7184482310566523,0.01679693246340597,0.19161504763217513,0.010857509332521944,0.5650214003576031,0.02582972759753409
xgboost,extended_geographic,"{""model__colsample_bytree"": 0.8, ""model__learning_rate"": 0.03, ""model__max_depth"": 3, ""model__min_child_weight"": 1, ""model__n_estimators"": 600, ""model__reg_lambda"": 5.0, ""model__subsample"": 0.8, ""sample_weight_mode"": ""balanced""}",0.5421920067041612,0.035016427553930356,0.5015048092729627,0.037501665926127366,0.6236534073707657,0.03868930398340314,0.5545793769265208,0.022403160590375955,0.6631104435856635,0.01903576109931433,0.7186037782892756,0.013500163579501156,0.20949603310516512,0.00563953915761546,0.6067749193044844,0.012811281514313733
xgboost,extended_geographic,"{""model__colsample_bytree"": 0.8, ""model__learning_rate"": 0.08, ""model__max_depth"": 3, ""model__min_child_weight"": 5, ""model__n_estimators"": 300, ""model__reg_lambda"": 5.0, ""model__subsample"": 0.8, ""sample_weight_mode"": ""none""}",0.5421391334329885,0.030504412616919743,0.582624522531072,0.04649207048773233,0.3423604821179539,0.07493325913415115,0.4265003728625919,0.06126439807735179,0.6121016542570417,0.023139547418104495,0.7182160573172116,0.01926802996981413,0.1917343821357193,0.011836957405857686,0.5654630922565073,0.028619692429987516
xgboost,airport_aware,"{""model__colsample_bytree"": 1.0, ""model__learning_rate"": 0.08, ""model__max_depth"": 3, ""model__min_child_weight"": 5, ""model__n_estimators"": 300, ""model__reg_lambda"": 5.0, ""model__subsample"": 0.8, ""sample_weight_mode"": ""none""}",0.5420788958576253,0.03522491293550234,0.571246969952562,0.06334741514194073,0.3311551481591407,0.08627959842505997,0.4151226595192535,0.08119319871667362,0.6072237948207814,0.033238622792317124,0.7166743812065135,0.019604698293149685,0.1919750551445417,0.011608400233026221,0.5659489288584185,0.027708084346351556
xgboost,extended_geographic,"{""model__colsample_bytree"": 0.8, ""model__learning_rate"": 0.03, ""model__max_depth"": 3, ""model__min_child_weight"": 5, ""model__n_estimators"": 600, ""model__reg_lambda"": 1.0, ""model__subsample"": 0.8, ""sample_weight_mode"": ""balanced""}",0.5420499057257084,0.031225554532750846,0.5009136007961363,0.03944819636996087,0.622802635135592,0.0450341037362934,0.5537130784545281,0.026001809346221556,0.6625519616750813,0.023784103155079176,0.7176248120353532,0.016381668648164024,0.20982187470026892,0.006827541105569731,0.6075857812234303,0.015289785725783024
xgboost,extended_geographic,"{""model__colsample_bytree"": 1.0, ""model__learning_rate"": 0.03, ""model__max_depth"": 3, ""model__min_child_weight"": 1, ""model__n_estimators"": 300, ""model__reg_lambda"": 1.0, ""model__subsample"": 0.8, ""sample_weight_mode"": ""none""}",0.5420326394965131,0.03325153841332295,0.5942930613488555,0.05050029769955329,0.2940560476963706,0.07935908875179352,0.38836706251434905,0.07655913084800824,0.5993413323178187,0.0280752676556469,0.7183070522491098,0.013815562386222262,0.1918847653530066,0.010118014702455946,0.5664652859587004,0.02362157282624256
