positive_rate,pr_auc,roc_auc,precision,recall,f1,balanced_accuracy,brier,log_loss,threshold,target,candidate,model,feature_set,best_params,selection_mode
0.16727272727272727,0.4850340369748313,0.8298047527345855,0.5574468085106383,0.40683229813664595,0.4703770197486535,0.670976972524343,0.11383425773718887,0.3598935397197573,0.5,ENGINE_DAMAGE,ENGINE_DAMAGE__xgboost__extended_geographic,xgboost,extended_geographic,"{""model__colsample_bytree"": 0.821210123594367, ""model__gamma"": 0.018443473677266398, ""model__learning_rate"": 0.06830242638203236, ""model__max_depth"": 4, ""model__min_child_weight"": 4, ""model__n_estimators"": 303, ""model__reg_alpha"": 0.00013558227959926903, ""model__reg_lambda"": 1.4057822280864039, ""model__scale_pos_weight"": 1.0, ""model__subsample"": 0.8098904726667431}",automatic_rule
0.36467532467532465,0.634022186532873,0.7577054694797949,0.5515222482435597,0.6709401709401709,0.6053984575835476,0.678887910490527,0.20434132917679781,0.596047512144547,0.5,WING_ROTOR_DAMAGE,WING_ROTOR_DAMAGE__random_forest__extended_geographic,random_forest,extended_geographic,"{""model__class_weight"": ""balanced"", ""model__max_depth"": 10, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 1, ""model__min_samples_split"": 12, ""model__n_estimators"": 308}",automatic_rule
0.24051948051948052,0.4899675569226509,0.725724842149427,0.6244131455399061,0.28725701943844495,0.39349112426035504,0.6162687285974715,0.15616283609031995,0.48507636966204043,0.5,FORWARD_COCKPIT_DAMAGE,FORWARD_COCKPIT_DAMAGE__xgboost__extended_geographic,xgboost,extended_geographic,"{""model__colsample_bytree"": 0.8487203795438925, ""model__gamma"": 0.14674408735901906, ""model__learning_rate"": 0.020575514470072775, ""model__max_depth"": 5, ""model__min_child_weight"": 1, ""model__n_estimators"": 641, ""model__reg_alpha"": 0.08241925264876443, ""model__reg_lambda"": 5.039829683935365, ""model__scale_pos_weight"": 1.0, ""model__subsample"": 0.9815752196283373}",automatic_rule
0.052987012987012985,0.2735520628310023,0.7618744151527863,0.625,0.09803921568627451,0.1694915254237288,0.547373968786637,0.04430843608853829,0.17495846179042315,0.5,LANDING_GEAR_DAMAGE,LANDING_GEAR_DAMAGE__random_forest__airport_aware,random_forest,airport_aware,"{""model__class_weight"": null, ""model__max_depth"": 18, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 3, ""model__min_samples_split"": 8, ""model__n_estimators"": 270}",automatic_rule
0.0587012987012987,0.17351671567869237,0.723358534060052,0.13707865168539327,0.5398230088495575,0.21863799283154123,0.6639512395241165,0.18675430524470446,0.5612776734329533,0.5,FUSELAGE_DAMAGE,FUSELAGE_DAMAGE__random_forest__airport_aware,random_forest,airport_aware,"{""model__class_weight"": ""balanced"", ""model__max_depth"": 14, ""model__max_features"": ""log2"", ""model__min_samples_leaf"": 9, ""model__min_samples_split"": 11, ""model__n_estimators"": 302}",automatic_rule
0.046753246753246755,0.07969204368957716,0.6266999697244929,0.05982905982905983,0.6222222222222222,0.10916179337231968,0.5713290947623373,0.2494676665488586,0.6902816320691818,0.5,TAIL_DAMAGE,TAIL_DAMAGE__logistic__airport_aware,logistic,airport_aware,"{""model__C"": 0.04203965712872512, ""model__class_weight"": ""balanced"", ""model__penalty"": ""l1"", ""model__solver"": ""saga""}",automatic_rule
0.0374025974025974,0.07848238535897813,0.638382952569407,0.0,0.0,0.0,0.4994603345925526,0.056013126436540286,0.23918350263073568,0.5,LIGHTS_DAMAGE,LIGHTS_DAMAGE__xgboost__extended_geographic,xgboost,extended_geographic,"{""model__colsample_bytree"": 0.8796976554358416, ""model__gamma"": 0.3515094794475889, ""model__learning_rate"": 0.041612918409360634, ""model__max_depth"": 3, ""model__min_child_weight"": 2, ""model__n_estimators"": 301, ""model__reg_alpha"": 0.0009716374629919691, ""model__reg_lambda"": 4.026083236728187, ""model__scale_pos_weight"": 4.0, ""model__subsample"": 0.8252195774541924}",automatic_rule
0.02077922077922078,0.4881013908045967,0.930291777188329,0.3384615384615385,0.55,0.41904761904761906,0.7635941644562334,0.024788447838864216,0.09393727071653134,0.5,PROPELLER_DAMAGE,PROPELLER_DAMAGE__xgboost__airport_aware,xgboost,airport_aware,"{""model__colsample_bytree"": 0.9029132901220702, ""model__gamma"": 0.003533152609858703, ""model__learning_rate"": 0.020951302649963185, ""model__max_depth"": 5, ""model__min_child_weight"": 3, ""model__n_estimators"": 419, ""model__reg_alpha"": 0.00015369603110608848, ""model__reg_lambda"": 9.243897959491427, ""model__scale_pos_weight"": 4.0, ""model__subsample"": 0.864017496054259}",automatic_rule
