mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__colsample_bytree,param_model__gamma,param_model__learning_rate,param_model__max_depth,param_model__min_child_weight,param_model__n_estimators,param_model__reg_alpha,param_model__reg_lambda,param_model__scale_pos_weight,param_model__subsample,params,split0_test_average_precision,split1_test_average_precision,split2_test_average_precision,split3_test_average_precision,split4_test_average_precision,mean_test_average_precision,std_test_average_precision,rank_test_average_precision,split0_test_roc_auc,split1_test_roc_auc,split2_test_roc_auc,split3_test_roc_auc,split4_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc,split0_test_precision,split1_test_precision,split2_test_precision,split3_test_precision,split4_test_precision,mean_test_precision,std_test_precision,rank_test_precision,split0_test_recall,split1_test_recall,split2_test_recall,split3_test_recall,split4_test_recall,mean_test_recall,std_test_recall,rank_test_recall,split0_test_f1,split1_test_f1,split2_test_f1,split3_test_f1,split4_test_f1,mean_test_f1,std_test_f1,rank_test_f1,split0_test_neg_brier,split1_test_neg_brier,split2_test_neg_brier,split3_test_neg_brier,split4_test_neg_brier,mean_test_neg_brier,std_test_neg_brier,rank_test_neg_brier,split0_test_neg_log_loss,split1_test_neg_log_loss,split2_test_neg_log_loss,split3_test_neg_log_loss,split4_test_neg_log_loss,mean_test_neg_log_loss,std_test_neg_log_loss,rank_test_neg_log_loss
1.4452244281768798,0.28828869352966996,0.17269420623779297,0.013963343948182907,0.8436350297118407,0.4753571532049581,0.08741169448864673,7,5,352,0.006071989493441302,0.6745907294787586,4.0,0.9665440364437338,"{'model__colsample_bytree': np.float64(0.8436350297118407), 'model__gamma': np.float64(0.4753571532049581), 'model__learning_rate': np.float64(0.08741169448864673), 'model__max_depth': 7, 'model__min_child_weight': 5, 'model__n_estimators': 352, 'model__reg_alpha': np.float64(0.006071989493441302), 'model__reg_lambda': np.float64(0.6745907294787586), 'model__scale_pos_weight': 4.0, 'model__subsample': np.float64(0.9665440364437338)}",0.4157963770560508,0.4417825944234362,0.2911514374900555,0.23969951581543866,0.1931018522899411,0.3163063554149844,0.09728646187561273,17,0.9414471033760374,0.9339777797218092,0.9216138669506315,0.9143574330349771,0.9308849045691151,0.928456217530514,0.009494659241119092,18,0.4264705882352941,0.5652173913043478,0.3448275862068966,0.3333333333333333,0.15217391304347827,0.36440456242467,0.1345871551184761,14,0.4142857142857143,0.37142857142857144,0.3389830508474576,0.37254901960784315,0.25,0.34944927123391734,0.05517273181151995,9,0.42028985507246375,0.4482758620689655,0.3418803418803419,0.35185185185185186,0.1891891891891892,0.3502974200125625,0.09003092976869521,9,-0.030041069488960487,-0.03052314365103146,-0.03296483230651376,-0.029521838763272943,-0.020693660778762585,-0.028748908997708246,0.004197047556968087,13,-0.10396481666163584,-0.11016145754685923,-0.11321976471959048,-0.10365383442880419,-0.07145445172015596,-0.10049086501540913,0.014971514687509712,13
2.20789155960083,0.3807347174567919,0.19641513824462892,0.0176902063634559,0.9002787529358022,0.35403628889802274,0.020846957895078073,4,4,663,0.0007068974950624604,0.8620446097910766,1.0,0.9043703774069292,"{'model__colsample_bytree': np.float64(0.9002787529358022), 'model__gamma': np.float64(0.35403628889802274), 'model__learning_rate': np.float64(0.020846957895078073), 'model__max_depth': 4, 'model__min_child_weight': 4, 'model__n_estimators': 663, 'model__reg_alpha': np.float64(0.0007068974950624604), 'model__reg_lambda': np.float64(0.8620446097910766), 'model__scale_pos_weight': 1.0, 'model__subsample': np.float64(0.9043703774069292)}",0.46996801979020086,0.43758213379831895,0.37560039090100755,0.2802172014571181,0.2186232084213261,0.35639819087359426,0.0944914303553937,6,0.9538071065989847,0.940801329717435,0.9347275219136075,0.9250366064449363,0.9449645748987854,0.9398674279147498,0.009669949544270567,6,0.5882352941176471,0.7,0.5625,0.4375,0.2222222222222222,0.5020915032679738,0.16293347662502536,4,0.14285714285714285,0.1,0.15254237288135594,0.13725490196078433,0.07142857142857142,0.1208165978255709,0.03044679348451353,20,0.22988505747126436,0.175,0.24,0.208955223880597,0.10810810810810811,0.19238967789199388,0.04765049312933813,20,-0.02600009663316584,-0.030164482931398052,-0.02569923859823305,-0.02335700742351015,-0.012863681311586947,-0.023616901379578805,0.0058066489266305745,3,-0.0886785143981648,-0.10457643010677807,-0.09098957545198255,-0.08421326121556894,-0.050282304698386474,-0.08374801717417617,0.018059585366158776,3
1.7949790000915526,0.37412628317087715,0.1791008472442627,0.016892373758675788,0.9029132901220702,0.003533152609858703,0.020951302649963185,5,3,419,0.00015369603110608848,9.243897959491427,4.0,0.864017496054259,"{'model__colsample_bytree': np.float64(0.9029132901220702), 'model__gamma': np.float64(0.003533152609858703), 'model__learning_rate': np.float64(0.020951302649963185), 'model__max_depth': 5, 'model__min_child_weight': 3, 'model__n_estimators': 419, 'model__reg_alpha': np.float64(0.00015369603110608848), 'model__reg_lambda': np.float64(9.243897959491427), 'model__scale_pos_weight': 4.0, 'model__subsample': np.float64(0.864017496054259)}",0.48419721984094616,0.4714172311926137,0.3997978572066192,0.2922220897533016,0.23718432383091154,0.37696374436487845,0.09763330433513175,1,0.9561437434533882,0.9449916892660309,0.9365614616302343,0.920853012737942,0.9441512434933488,0.9405402301161889,0.011659688344034488,3,0.45977011494252873,0.4745762711864407,0.3472222222222222,0.3181818181818182,0.2222222222222222,0.36439452975104636,0.09368029278441602,15,0.5714285714285714,0.4,0.423728813559322,0.4117647058823529,0.42857142857142855,0.4470987038883349,0.06295094437779163,4,0.5095541401273885,0.43410852713178294,0.3816793893129771,0.358974358974359,0.2926829268292683,0.3953998684751552,0.07293201955706986,4,-0.029515574668277318,-0.03036252820383749,-0.03178491984091285,-0.030611285788132134,-0.022695081312635475,-0.02899387796275905,0.003231907579549484,14,-0.10087775514132942,-0.10341715397803046,-0.10647850202195591,-0.10628438544796208,-0.08434271615706732,-0.10028010254926904,0.008230068462076969,11
1.702634859085083,0.3149170880831334,0.16313352584838867,0.01542066275213145,0.9462939903482535,0.09983689107917987,0.05636592429685256,3,3,556,0.05262961031076742,1.9278935225635085,2.0,0.9872213843133333,"{'model__colsample_bytree': np.float64(0.9462939903482535), 'model__gamma': np.float64(0.09983689107917987), 'model__learning_rate': np.float64(0.05636592429685256), 'model__max_depth': 3, 'model__min_child_weight': 3, 'model__n_estimators': 556, 'model__reg_alpha': np.float64(0.05262961031076742), 'model__reg_lambda': np.float64(1.9278935225635085), 'model__scale_pos_weight': 2.0, 'model__subsample': np.float64(0.9872213843133333)}",0.4606175521671387,0.4354470966444862,0.3388258631114408,0.2679462368741413,0.24521934398466855,0.34961121855637517,0.08645618621092338,8,0.9519941986947064,0.9422710174088007,0.9353782747162817,0.924045755303806,0.9402472527472527,0.9387872997741695,0.009139195977281,7,0.5869565217391305,0.5483870967741935,0.38095238095238093,0.3225806451612903,0.3157894736842105,0.43093322366224107,0.11457323502160895,6,0.38571428571428573,0.24285714285714285,0.2711864406779661,0.19607843137254902,0.21428571428571427,0.26202440298153157,0.06690047452106486,12,0.46551724137931033,0.33663366336633666,0.31683168316831684,0.24390243902439024,0.2553191489361702,0.32364083517490483,0.07920878411400956,10,-0.026353785304299153,-0.02934329738986929,-0.027871411840583445,-0.0252635071182234,-0.01560714941648425,-0.02488783021389191,0.0048409532244435794,6,-0.09030168432326702,-0.10035298835668031,-0.09487652232736009,-0.08893766333803986,-0.060152971826869656,-0.0869243660344434,0.013969480161081573,5
2.9122025966644287,0.4659430783611814,0.2692965030670166,0.018824534338242962,0.9914080082686398,0.40419867405823057,0.03694755509074355,7,2,589,0.0009206654892274767,3.8718305057994216,8.0,0.8737942275278175,"{'model__colsample_bytree': np.float64(0.9914080082686398), 'model__gamma': np.float64(0.40419867405823057), 'model__learning_rate': np.float64(0.03694755509074355), 'model__max_depth': 7, 'model__min_child_weight': 2, 'model__n_estimators': 589, 'model__reg_alpha': np.float64(0.0009206654892274767), 'model__reg_lambda': np.float64(3.8718305057994216), 'model__scale_pos_weight': 8.0, 'model__subsample': np.float64(0.8737942275278175)}",0.42406987180469224,0.43182144091709057,0.3229806124310313,0.2584355478362364,0.16006701382360464,0.31947489736253104,0.10267504087197385,13,0.9475787607767303,0.936313533374158,0.9308624446613621,0.9139831114927723,0.9350419317524581,0.9327559564114962,0.010895895185298942,13,0.44,0.4444444444444444,0.3333333333333333,0.3181818181818182,0.18032786885245902,0.3432574929624109,0.09682071332189313,18,0.4714285714285714,0.34285714285714286,0.3898305084745763,0.4117647058823529,0.39285714285714285,0.40174761429995726,0.0415810616281394,6,0.45517241379310347,0.3870967741935484,0.359375,0.358974358974359,0.24719101123595505,0.3615619116393932,0.06709267648489722,6,-0.031336348360820145,-0.03220452226875465,-0.034148725770980236,-0.03264376789048393,-0.025100378819888833,-0.031086748622185557,0.0031288449762151564,18,-0.1039772123150119,-0.11236164520046293,-0.11247769087690698,-0.11192844558967319,-0.08352391392662778,-0.10485378158173657,0.01113799360520015,18
1.9421453475952148,0.306534598045617,0.1939706325531006,0.012011069842743595,0.7585971302788046,0.45466020103939103,0.03368824084567454,6,2,639,0.0006788387912421225,2.7388305239120823,1.0,0.9923961569411397,"{'model__colsample_bytree': np.float64(0.7585971302788046), 'model__gamma': np.float64(0.45466020103939103), 'model__learning_rate': np.float64(0.03368824084567454), 'model__max_depth': 6, 'model__min_child_weight': 2, 'model__n_estimators': 639, 'model__reg_alpha': np.float64(0.0006788387912421225), 'model__reg_lambda': np.float64(2.7388305239120823), 'model__scale_pos_weight': 1.0, 'model__subsample': np.float64(0.9923961569411397)}",0.4678440790781936,0.44625001099215184,0.39754362220027845,0.27449618845315416,0.2592602694819896,0.36907883404115355,0.08663279091941234,4,0.9544275239706712,0.9438194383693466,0.9370544561777147,0.920544747938479,0.9459586466165413,0.9403609626145506,0.011355867364698782,4,0.5714285714285714,0.6666666666666666,0.5882352941176471,0.4375,0.5,0.5527661064425771,0.07829460489278317,1,0.11428571428571428,0.11428571428571428,0.1694915254237288,0.13725490196078433,0.21428571428571427,0.1499207140483312,0.03801578389419369,17,0.19047619047619047,0.1951219512195122,0.2631578947368421,0.208955223880597,0.3,0.23154225206262838,0.042916303858045256,17,-0.025971315946375056,-0.030142461562658818,-0.02534135887866024,-0.023545541123888607,-0.012820030294619022,-0.02356414156124035,0.005790743593713283,2,-0.08832277671792678,-0.10390287719591366,-0.08956269742176393,-0.08516734853139198,-0.050231421527503546,-0.08343742427889997,0.01780927656740614,2
1.7618553161621093,0.294757408989332,0.19660863876342774,0.012032180036584355,0.9437832058402786,0.46974947078209456,0.12135529978839235,6,1,439,0.0020013420622879987,1.6019568611465231,2.0,0.8849230330972699,"{'model__colsample_bytree': np.float64(0.9437832058402786), 'model__gamma': np.float64(0.46974947078209456), 'model__learning_rate': np.float64(0.12135529978839235), 'model__max_depth': 6, 'model__min_child_weight': 1, 'model__n_estimators': 439, 'model__reg_alpha': np.float64(0.0020013420622879987), 'model__reg_lambda': np.float64(1.6019568611465231), 'model__scale_pos_weight': 2.0, 'model__subsample': np.float64(0.8849230330972699)}",0.4159535375442995,0.4227015922421079,0.3146270442789343,0.2406038402260343,0.17349746984834133,0.31347669682794344,0.09730112144865337,18,0.9452501812907904,0.9280902808153266,0.9259029195137102,0.9140051304070196,0.9256795835743203,0.9277856191202334,0.010029811197243681,19,0.5641025641025641,0.5714285714285714,0.35,0.37142857142857144,0.1724137931034483,0.4058747000126311,0.14916879985174997,8,0.3142857142857143,0.22857142857142856,0.23728813559322035,0.2549019607843137,0.17857142857142858,0.24272373356122112,0.04385151764946615,15,0.4036697247706422,0.32653061224489793,0.2828282828282828,0.3023255813953488,0.17543859649122806,0.29815855954607995,0.0738243186882346,14,-0.028862447621214173,-0.031108896425587243,-0.029985989586562265,-0.02737334420399207,-0.01678668784585938,-0.026823473136643027,0.005168427172248168,8,-0.10244664999052787,-0.12351970828010635,-0.1111167485227986,-0.10376994479648378,-0.061527352848550994,-0.10047608088769351,0.020861297510111374,12
2.1050208568573,0.40180216656212114,0.21737332344055177,0.01628305299730466,0.8966877914159621,0.482627653632069,0.06795511493804139,7,1,406,0.16172900811143134,0.6251188975400557,4.0,0.8558503701765924,"{'model__colsample_bytree': np.float64(0.8966877914159621), 'model__gamma': np.float64(0.482627653632069), 'model__learning_rate': np.float64(0.06795511493804139), 'model__max_depth': 7, 'model__min_child_weight': 1, 'model__n_estimators': 406, 'model__reg_alpha': np.float64(0.16172900811143134), 'model__reg_lambda': np.float64(0.6251188975400557), 'model__scale_pos_weight': 4.0, 'model__subsample': np.float64(0.8558503701765924)}",0.42580191521490507,0.426659463230454,0.30539852496687897,0.23288448098155265,0.19617658832896093,0.31738419454455036,0.0955726196917283,16,0.9421561518008219,0.9349750677980928,0.9245028149988661,0.9113738701544627,0.9324211972238288,0.9290858203952144,0.010501034771939378,17,0.46153846153846156,0.5333333333333333,0.38,0.3125,0.16666666666666666,0.3708076923076923,0.12633645580649402,11,0.34285714285714286,0.22857142857142856,0.3220338983050847,0.29411764705882354,0.21428571428571427,0.2803731662156388,0.05075380973752209,11,0.39344262295081966,0.32,0.3486238532110092,0.30303030303030304,0.1875,0.3105193558384264,0.0687138288631817,13,-0.02957366804587368,-0.03144348661780818,-0.03161533797392097,-0.029053388420012514,-0.019195080372707906,-0.02817619228606465,0.0046018630590109804,11,-0.10481810686603862,-0.1180873100422584,-0.11275660109420674,-0.10610930753334895,-0.06588835029776244,-0.10153193516672303,0.018451503824805454,14
2.289174699783325,0.3189565521188773,0.22290329933166503,0.007732917063692089,0.8487203795438925,0.14674408735901906,0.020575514470072775,5,1,641,0.08241925264876443,5.039829683935365,1.0,0.9815752196283373,"{'model__colsample_bytree': np.float64(0.8487203795438925), 'model__gamma': np.float64(0.14674408735901906), 'model__learning_rate': np.float64(0.020575514470072775), 'model__max_depth': 5, 'model__min_child_weight': 1, 'model__n_estimators': 641, 'model__reg_alpha': np.float64(0.08241925264876443), 'model__reg_lambda': np.float64(5.039829683935365), 'model__scale_pos_weight': 1.0, 'model__subsample': np.float64(0.9815752196283373)}",0.47532953575195513,0.4549756058544593,0.3934106727361543,0.29827015481348623,0.24159536708850435,0.3727162672489118,0.08995471549039967,3,0.9551365723954557,0.9443880675356485,0.9392433519685273,0.9217888165934538,0.9463924233661075,0.9413898463718386,0.011061603768854426,2,0.5714285714285714,0.7272727272727273,0.625,0.4666666666666667,0.3333333333333333,0.5447402597402597,0.1351002354247167,2,0.11428571428571428,0.11428571428571428,0.1694915254237288,0.13725490196078433,0.10714285714285714,0.12849214261975977,0.022878691151244343,19,0.19047619047619047,0.19753086419753085,0.26666666666666666,0.21212121212121213,0.16216216216216217,0.20579141912475246,0.034502658164374735,19,-0.025883188237980796,-0.02964240517738916,-0.025335871757171637,-0.022962688561819555,-0.012730807781302854,-0.023310992303132803,0.005707271462391098,1,-0.08783883779265725,-0.10176294114308888,-0.08892368333699606,-0.08361703673722647,-0.05020358389182419,-0.08246921658035858,0.017234438340036153,1
1.4518488883972167,0.2700915112095632,0.17928991317749024,0.013128168243841259,0.9127692563754861,0.4574798377718904,0.11088321956712738,6,2,282,0.00017956984225677631,1.2693089228250278,8.0,0.9164805891543741,"{'model__colsample_bytree': np.float64(0.9127692563754861), 'model__gamma': np.float64(0.4574798377718904), 'model__learning_rate': np.float64(0.11088321956712738), 'model__max_depth': 6, 'model__min_child_weight': 2, 'model__n_estimators': 282, 'model__reg_alpha': np.float64(0.00017956984225677631), 'model__reg_lambda': np.float64(1.2693089228250278), 'model__scale_pos_weight': 8.0, 'model__subsample': np.float64(0.9164805891543741)}",0.43789397734007013,0.4188075304682795,0.32588477112293274,0.2610709695092263,0.2276859963812611,0.334268648964354,0.08327434500953283,12,0.9441624365482234,0.9347913568366722,0.928712988434348,0.9199392277966774,0.9270893580104107,0.9309390735252663,0.008129819023549428,15,0.4264705882352941,0.48214285714285715,0.35294117647058826,0.2878787878787879,0.15789473684210525,0.34146562931392654,0.11288705487459283,19,0.4142857142857143,0.38571428571428573,0.4067796610169492,0.37254901960784315,0.32142857142857145,0.3801514504106728,0.03289780593613085,7,0.42028985507246375,0.42857142857142855,0.3779527559055118,0.3247863247863248,0.21176470588235294,0.35267301404361634,0.07950407613923001,8,-0.03165699753464538,-0.03292881087510938,-0.03450693854240521,-0.03244404505123311,-0.02570232740957349,-0.03144782388259331,0.0030198822801202007,19,-0.1077326382925168,-0.1183112643870706,-0.11772657103711447,-0.11144773902934778,-0.08526299821922631,-0.1080962421930552,0.012081487336230637,19
