seed,mean_probability,sd_across_rows,q05,q50,q95,exact_support,donor_support,strategy
7,0.028332840739097448,0.04753180671018961,0.0,0.017830608412623405,0.08602150529623032,1053,1053,exact_user_specification
42,0.028596159542165697,0.04702936447471178,0.0,0.017830608412623405,0.11089108884334564,1053,1053,exact_user_specification
99,0.029062418416142464,0.04688405843047892,0.0,0.017830608412623405,0.11089108884334564,1053,1053,exact_user_specification
314,0.030036872457992286,0.04964819406807269,0.0,0.017830608412623405,0.11089108884334564,1053,1053,exact_user_specification
2026,0.02799938489338383,0.04669503610475452,0.0,0.017830608412623405,0.08602150529623032,1053,1053,exact_user_specification
9001,0.02857086047651246,0.04599772668892143,0.0,0.017830608412623405,0.11089108884334564,1053,1053,exact_user_specification
