,0
observed_mean_absolute_pairwise_phi,0.12635364937697569
simulated_mean_absolute_pairwise_phi,0.04733802617472708
observed_max_absolute_pairwise_phi,0.3154107960376349
simulated_max_absolute_pairwise_phi,0.1008028756917265
