model,feature_set,parameters,mean_pr_auc,std_pr_auc,mean_roc_auc,mean_brier_score,mean_log_loss,mean_accuracy,mean_precision,mean_recall,mean_f1,mean_macro_f1,mean_weighted_f1
random_forest,airport_aware,"{""model__class_weight"": null, ""model__max_depth"": null, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 2, ""model__min_samples_split"": 10, ""model__n_estimators"": 400}",0.44417034964712343,0.028427659682316263,0.8822533495605704,0.044162127454771494,0.1625221443454226,0.9462428775660279,0.6846318299782364,0.2116315308187679,0.3228553567741018,0.6473921848492815,0.932734426362115
random_forest,airport_aware,"{""model__class_weight"": null, ""model__max_depth"": null, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 2, ""model__min_samples_split"": 10, ""model__n_estimators"": 250}",0.4439757846166385,0.02796784657679825,0.8822147698618217,0.044176565730366255,0.16253987218348376,0.9463172010648208,0.6858657327766531,0.213781813181523,0.32550423165337855,0.6487346123662074,0.9329062774570165
random_forest,airport_aware,"{""model__class_weight"": null, ""model__max_depth"": null, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 2, ""model__min_samples_split"": 2, ""model__n_estimators"": 400}",0.4431816051651934,0.028204091828777495,0.8814849047036286,0.0441865147499144,0.16250890060636283,0.9460745511885144,0.6765687616583864,0.2155595434783278,0.3264627809084607,0.6491465757799963,0.9328211331452907
random_forest,airport_aware,"{""model__class_weight"": null, ""model__max_depth"": null, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 2, ""model__min_samples_split"": 2, ""model__n_estimators"": 250}",0.44260153566163873,0.02848599316016666,0.8813265021316793,0.044202470700566585,0.162523968280759,0.9459997181647621,0.6734904857487496,0.21609492470018096,0.3267404116314538,0.6492647561156115,0.9327925916774584
random_forest,airport_aware,"{""model__class_weight"": null, ""model__max_depth"": 12, ""model__max_features"": 0.5, ""model__min_samples_leaf"": 10, ""model__min_samples_split"": 2, ""model__n_estimators"": 400}",0.4420577303124265,0.027681184040807123,0.8811780050274802,0.04380907340805996,0.16029368137010114,0.9456962337595103,0.6264452273740921,0.2624067424468615,0.36965588416791795,0.6706010826223949,0.9350643671585068
random_forest,airport_aware,"{""model__class_weight"": null, ""model__max_depth"": 12, ""model__max_features"": 0.5, ""model__min_samples_leaf"": 10, ""model__min_samples_split"": 10, ""model__n_estimators"": 400}",0.4420577303124265,0.027681184040807123,0.8811780050274802,0.04380907340805996,0.16029368137010114,0.9456962337595103,0.6264452273740921,0.2624067424468615,0.36965588416791795,0.6706010826223949,0.9350643671585068
random_forest,airport_aware,"{""model__class_weight"": null, ""model__max_depth"": 12, ""model__max_features"": 0.5, ""model__min_samples_leaf"": 10, ""model__min_samples_split"": 10, ""model__n_estimators"": 250}",0.4419247052561497,0.027431239072176244,0.8812350403090333,0.0438106895492174,0.160277584953107,0.9457454190416197,0.6270217860497023,0.2637717247213428,0.37112601162124154,0.6713482777696143,0.9351729910139929
random_forest,airport_aware,"{""model__class_weight"": null, ""model__max_depth"": 12, ""model__max_features"": 0.5, ""model__min_samples_leaf"": 10, ""model__min_samples_split"": 2, ""model__n_estimators"": 250}",0.4419247052561497,0.027431239072176244,0.8812350403090333,0.04381068954921741,0.160277584953107,0.9457454190416197,0.6270217860497023,0.2637717247213428,0.37112601162124154,0.6713482777696143,0.9351729910139929
random_forest,airport_aware,"{""model__class_weight"": ""balanced_subsample"", ""model__max_depth"": 12, ""model__max_features"": 0.5, ""model__min_samples_leaf"": 10, ""model__min_samples_split"": 2, ""model__n_estimators"": 400}",0.44111665648675985,0.027725324081771512,0.8813783381605459,0.1038781044452148,0.3298123383219536,0.8608315306514666,0.25679713428754747,0.6924227270684405,0.37395088562738665,0.6476349996740318,0.8883609292222614
random_forest,airport_aware,"{""model__class_weight"": ""balanced_subsample"", ""model__max_depth"": 12, ""model__max_features"": 0.5, ""model__min_samples_leaf"": 10, ""model__min_samples_split"": 10, ""model__n_estimators"": 400}",0.44111665648675985,0.027725324081771512,0.8813783381605459,0.10387810444521481,0.3298123383219536,0.8608315306514666,0.25679713428754747,0.6924227270684405,0.37395088562738665,0.6476349996740318,0.8883609292222614
