accuracy,balanced_accuracy,macro_precision,macro_recall,macro_f1,weighted_f1,log_loss,brier_multiclass,macro_average_precision_ovr,macro_roc_auc_ovr,precision_M,recall_M,f1_M,support_M,precision_M?,recall_M?,f1_M?,support_M?,precision_S+D,recall_S+D,f1_S+D,support_S+D,calibration_method
0.8043103448275862,0.3333333333333333,0.2681034482758621,0.3333333333333333,0.2971810797897754,0.717077450285846,0.6124179900242268,0.33162815978132465,0.4042879640844263,0.651865223970284,0.0,0.0,0.0,154,0.8043103448275862,1.0,0.8915432393693263,933,0.0,0.0,0.0,73,sigmoid
0.8025862068965517,0.3422494271501011,0.6439295039164491,0.3422494271501011,0.31779927735963803,0.7228576799926288,0.8932440574997478,0.33262927128534503,0.4129071668141313,0.6623884711686333,1.0,0.01948051948051948,0.03821656050955414,154,0.8067885117493473,0.9935691318327974,0.8904899135446686,933,0.125,0.0136986301369863,0.024691358024691357,73,isotonic
0.4560344827586207,0.49287222881021053,0.3972332268041767,0.49287222881021053,0.3590524636736068,0.5241695588983543,1.0094307873223567,0.6164426090045032,0.40344287661044625,0.6563147067941699,0.21052631578947367,0.44155844155844154,0.2851153039832285,154,0.8583162217659137,0.4480171489817792,0.5887323943661972,933,0.12285714285714286,0.589041095890411,0.2033096926713948,73,raw
