INDEX_NR,INCIDENT_YEAR,observed_severity,observed_severity_code,xgboost__extended_geographic__prob_M,xgboost__extended_geographic__prob_M?,xgboost__extended_geographic__prob_S+D,xgboost__airport_aware__prob_M,xgboost__airport_aware__prob_M?,xgboost__airport_aware__prob_S+D,random_forest__airport_aware__prob_M,random_forest__airport_aware__prob_M?,random_forest__airport_aware__prob_S+D,random_forest__extended_geographic__prob_M,random_forest__extended_geographic__prob_M?,random_forest__extended_geographic__prob_S+D,logistic__airport_aware__prob_M,logistic__airport_aware__prob_M?,logistic__airport_aware__prob_S+D,logistic__extended_geographic__prob_M,logistic__extended_geographic__prob_M?,logistic__extended_geographic__prob_S+D
972702,2019,M?,1,0.17196982,0.52466303,0.30336714,0.21181624,0.47347164,0.31471214,0.24490066267828206,0.4194442454869066,0.3356550918348117,0.24861388983894575,0.4135771193385771,0.3378089908224768,0.21304258454444833,0.5112189625209758,0.27573845293457583,0.20119578717475975,0.5343385027076677,0.26446571011757253
972712,2019,M?,1,0.21145779,0.4256627,0.36287957,0.18155612,0.4199026,0.39854133,0.25809603066130904,0.3991244860052448,0.3427794833334458,0.27491885833610796,0.38209984210442044,0.3429812995594714,0.17101876818111555,0.4417392924677114,0.3872419393511731,0.22485946750724908,0.43891779493853283,0.336222737554218
972714,2019,M?,1,0.28653377,0.37181526,0.341651,0.30230254,0.3470692,0.3506283,0.3236313917727665,0.35684746112005344,0.3195211471071801,0.32179028883003086,0.3441032843099233,0.33410642686004544,0.34531458239878376,0.34627935222437034,0.3084060653768458,0.33703325052684346,0.3573156390975496,0.305651110375607
974522,2020,M?,1,0.46108687,0.34747055,0.19144256,0.4578539,0.3225864,0.21955974,0.4234482444157032,0.3607130367629685,0.2158387188213291,0.4013729807500564,0.38315040885914586,0.2154766103907975,0.454051210258216,0.31704377691377056,0.22890501282801345,0.44679663834289096,0.334722476204271,0.218480885452838
975345,2019,M?,1,0.31633064,0.4808274,0.20284194,0.25655022,0.560746,0.1827038,0.32930484724110054,0.44496428904860275,0.22573086371029685,0.34413595907775507,0.4280559008987175,0.22780814002352737,0.2788614446529776,0.5609610931271838,0.16017746221983853,0.18713837725494267,0.6825251823409553,0.13033644040410206
972722,2019,M?,1,0.41730964,0.3562066,0.22648376,0.38134614,0.33360526,0.28504857,0.3598677808225897,0.3356361757080509,0.30449604346935966,0.366501060650906,0.3369773614123174,0.29652157793677647,0.3665102743438918,0.3398987715787485,0.29359095407735974,0.38415423010217115,0.3612225712218514,0.25462319867597744
972775,2019,M?,1,0.28584433,0.40398547,0.31017026,0.30447936,0.37348512,0.32203555,0.3494336982620293,0.35869850540770565,0.291867796330265,0.3412095563390543,0.3604708081567907,0.29831963550415475,0.27325946044951605,0.31279946241049444,0.41394107713998946,0.27387290933629216,0.3287876139770777,0.3973394766866301
972810,2019,M?,1,0.4459374,0.4536711,0.10039156,0.41305047,0.45768774,0.12926184,0.37696676318055927,0.4528828305492942,0.17015040627014694,0.38944225018358564,0.43889551537531996,0.17166223444109463,0.40078371661392515,0.4806296193390546,0.11858666404702026,0.3980773354257043,0.49616134846150695,0.1057613161127887
973031,2020,M?,1,0.39110655,0.44233206,0.1665614,0.33320773,0.44069424,0.22609803,0.36743954555264474,0.4146714479123995,0.21788900653495583,0.3765465236816406,0.41637897069099145,0.20707450562736798,0.2886825505144639,0.4630338578686607,0.24828359161687538,0.2938915003041,0.4806164796497097,0.2254920200461903
973073,2019,M?,1,0.21520834,0.37534496,0.40944675,0.24239518,0.38292363,0.37468117,0.2824313676425516,0.35540019906082926,0.362168433296619,0.27029249724618526,0.3628011476463342,0.36690635510748065,0.2569641746083907,0.3943252825588156,0.34871054283279374,0.22359542818130812,0.41874550517912745,0.35765906663956437
973096,2019,M?,1,0.2127135,0.34389022,0.44339624,0.23255563,0.3461453,0.42129904,0.2580808767582812,0.3345848136214399,0.4073343096202794,0.2537098175082586,0.332600333866639,0.41368984862510244,0.20749175003704726,0.33896897966829787,0.4535392702946549,0.19363623879960976,0.32631590464701765,0.48004785655337245
973345,2019,M?,1,0.3671505,0.36958435,0.26326522,0.34795603,0.28358972,0.36845425,0.3790396440909763,0.32095675665065,0.300003599258374,0.36439862167166864,0.3091699705989376,0.32643140772939355,0.2808427692690516,0.3061730557841045,0.41298417494684386,0.26399531667302206,0.3268265986108319,0.4091780847161461
973369,2019,M?,1,0.2812259,0.49228647,0.22648767,0.29134187,0.44885385,0.2598043,0.3579206089490964,0.36100079898224835,0.2810785920686555,0.37337504184375514,0.37156039801693325,0.25506456013931195,0.33821706911756527,0.42003284931695906,0.2417500815654757,0.3354486558728828,0.46773084591895564,0.1968204982081616
973386,2019,M?,1,0.25363216,0.42579135,0.32057646,0.2991974,0.36484632,0.33595622,0.2949470108518256,0.3716100717665402,0.3334429173816346,0.29463240612057434,0.3780790582237443,0.32728853565568145,0.3490232542821971,0.35115001684144825,0.29982672887635464,0.3726419380201658,0.3011708320251994,0.3261872299546348
973422,2019,M?,1,0.4724015,0.37334743,0.1542511,0.4465104,0.35676488,0.1967247,0.38163189345154613,0.4087742123513717,0.2095938941970826,0.3737284273258307,0.40948734738776393,0.2167842252864052,0.420352197468662,0.3745125450243651,0.20513525750697298,0.4498838766072265,0.3375266578093539,0.21258946558341954
973563,2019,M?,1,0.4188246,0.4487761,0.13239925,0.43528533,0.43196335,0.13275139,0.40709114930229884,0.4367198467461182,0.1561890039515829,0.40991095378451303,0.44140444853942656,0.1486845976760603,0.4491473561436916,0.42283906677634453,0.1280135770799639,0.49271596964475933,0.3696795757719233,0.1376044545833174
973669,2019,M?,1,0.3347371,0.57679933,0.08846356,0.3543397,0.52047604,0.12518424,0.3666169672904076,0.48274370217158824,0.15063933053800393,0.37208201093181487,0.4936091320382578,0.1343088570299279,0.41526779899704497,0.45452224021059806,0.13020996079235678,0.4261228135573886,0.44808454030975536,0.12579264613285598
973719,2019,S+D,2,0.2626143,0.4250647,0.31232095,0.24359956,0.40687123,0.34952924,0.27404053272835976,0.3662547441862095,0.35970472308543094,0.27374658986996336,0.3632402744887115,0.36301313564132554,0.23664212297228704,0.38561804771344554,0.3777398293142675,0.2354320316281871,0.3990972579136954,0.3654707104581175
973799,2019,M?,1,0.20632628,0.43786272,0.35581106,0.26413453,0.38676816,0.34909728,0.31152231745776776,0.366155436388434,0.32232224615379845,0.3079905546178104,0.37551519429021213,0.31649425109197776,0.28302974612130144,0.39935559857984315,0.3176146552988554,0.27454463310688626,0.44317422751528796,0.28228113937782584
973844,2019,M?,1,0.38284522,0.34123465,0.27592015,0.40967673,0.34863052,0.24169278,0.3833011737630767,0.3266700150709707,0.29002881116595264,0.3800605504878436,0.33802172303869454,0.28191772647346286,0.4313560584482624,0.32472085172787046,0.2439230898238671,0.43879645524876876,0.30955228345026226,0.251651261300969
973997,2019,M?,1,0.32125455,0.39499795,0.2837475,0.27986458,0.4238157,0.29631975,0.323828800543372,0.400373264247233,0.2757979352093949,0.32663651345070954,0.3974680045705498,0.27589548197874025,0.26571025804186954,0.41932013246176225,0.3149696094963683,0.2516799439161205,0.47207496273255417,0.2762450933513254
974048,2019,M?,1,0.42566925,0.41516387,0.15916692,0.43050197,0.39512148,0.17437656,0.3977540207114999,0.4016307831812257,0.2006151961072743,0.40064328025542645,0.40384709743052766,0.19550962231404537,0.4230133978776698,0.37870531772731103,0.1982812843950193,0.4165203660654205,0.37767991182964716,0.20579972210493228
974123,2019,M,0,0.3199194,0.5310695,0.14901114,0.35805428,0.46596724,0.17597844,0.34112463519873415,0.4777565837192515,0.18111878108201443,0.34042665125259974,0.4871858531142045,0.172387495633196,0.39604458411417404,0.433142787969606,0.17081262791622004,0.40748666545788803,0.422185227422337,0.17032810711977506
974138,2019,M?,1,0.21693076,0.42495945,0.35810977,0.292375,0.34191346,0.36571148,0.32570449250055766,0.341114306051956,0.3331812014474864,0.32303805290753523,0.3322019537152755,0.34475999337718916,0.24196233610362117,0.3312260525530489,0.42681161134332996,0.21503024384322725,0.33256257719799565,0.4524071789587771
974359,2019,M?,1,0.34377673,0.38126183,0.2749615,0.347541,0.3369546,0.31550443,0.37364958541038823,0.34317016155312524,0.2831802530364866,0.3925944026023626,0.3421399036440543,0.2652656937535829,0.266094898174179,0.29265855908571714,0.4412465427401039,0.3095209315795279,0.28707425806887893,0.4034048103515932
974360,2019,M,0,0.19140448,0.2186658,0.58992976,0.1557518,0.2562952,0.587953,0.224728712391189,0.29811668402693475,0.47715460358187634,0.20725762472811443,0.29824359795472005,0.49449877731716596,0.13200183438932525,0.2944574983213236,0.573540667289351,0.11170550226647331,0.27983551406060414,0.6084589836729225
974368,2019,M?,1,0.41504002,0.3489896,0.23597036,0.39432874,0.33579162,0.26987964,0.41779950403198046,0.3436945991011761,0.2385058968668439,0.4122724821539364,0.3488437967023384,0.23888372114372508,0.335655653071886,0.30670674060537967,0.35763760632273434,0.32456646759958485,0.3033437961475828,0.3720897362528324
974421,2019,M?,1,0.4328337,0.3078628,0.25930348,0.39455897,0.319193,0.286248,0.35111584422679176,0.38520794427406324,0.2636762114991446,0.35387387635837575,0.3904558562854107,0.25567026735621323,0.3084646508652548,0.403322543667637,0.28821280546710826,0.31114835882855185,0.3542980565564522,0.33455358461499585
974544,2020,M?,1,0.17537627,0.2965997,0.5280241,0.19471288,0.28124362,0.5240435,0.222243289075914,0.26681605579483697,0.5109406551292494,0.22050173848535135,0.2572561285675244,0.5222421329471243,0.14487497854647396,0.2517416679509547,0.6033833535025713,0.13603656336419143,0.2837544294331474,0.5802090072026611
974576,2019,M?,1,0.3881683,0.372195,0.23963669,0.3927998,0.35728458,0.24991567,0.3823270118765552,0.36403054737732266,0.2536424407461223,0.384251075045234,0.38231403828842675,0.23343488666633935,0.3472469763062934,0.34530634847507924,0.3074466752186274,0.3390472668881542,0.34631416703931395,0.31463856607253193
974665,2019,M?,1,0.2256364,0.5847254,0.18963827,0.2712179,0.47320306,0.255579,0.31889451499644983,0.4416492892064707,0.23945619579707966,0.30553565461764104,0.4708381317251814,0.2236262136571776,0.2660889857699241,0.4326996757558755,0.3012113384742004,0.2252889276022609,0.4613316051388914,0.3133794672588477
974766,2019,M?,1,0.30038816,0.557608,0.14200386,0.330068,0.50151145,0.16842054,0.33391175441029813,0.4998451911578935,0.16624305443180876,0.32813500748168534,0.4985022482834042,0.17336274423491013,0.2969853053731208,0.5273469896367743,0.17566770499010478,0.30311015651729456,0.5309935132182299,0.16589633026447562
974824,2020,M?,1,0.26615587,0.33366632,0.40017784,0.30873778,0.32466063,0.3666016,0.32601859987141113,0.3626750317538291,0.31130636837475967,0.31671606605768443,0.35508800033077215,0.3281959336115433,0.27285641062988397,0.325161704985176,0.4019818843849399,0.247934764470891,0.3298570441618869,0.4222081913672222
974841,2019,M?,1,0.32219353,0.4101813,0.2676252,0.33648208,0.42504963,0.23846823,0.36455181762312117,0.3746435417102068,0.26080464066667225,0.35185688284681155,0.3938711038923163,0.25427201326087195,0.3450889935056666,0.4208357527470616,0.2340752537472718,0.32944830055824714,0.4191589644717299,0.25139273497002307
974888,2020,M?,1,0.37411445,0.4469982,0.17888732,0.33809868,0.42924377,0.23265761,0.371785876741986,0.3902768814869334,0.23793724177108092,0.35357150112059005,0.4154933786340518,0.23093512024535795,0.2894255884257131,0.41552640129496515,0.29504801027932176,0.27277085797174333,0.415290497895661,0.31193864413259564
974892,2019,M?,1,0.26653764,0.44798577,0.28547657,0.31645086,0.41195142,0.27159774,0.30327957385648496,0.425088121834551,0.27163230430896407,0.30623271248311185,0.42039982081633204,0.27336746670055595,0.3363237668842856,0.3901501063311659,0.2735261267845485,0.3277038793825691,0.3972818557523705,0.2750142648650604
974894,2020,M?,1,0.16309333,0.3232072,0.5136995,0.18081152,0.33376792,0.48542055,0.19500767405779482,0.3534613924742203,0.45153093346798506,0.19030815764895082,0.3426474830577218,0.4670443592933271,0.16270864016082956,0.2971516194534014,0.5401397403857691,0.14705706425111345,0.27127577832447053,0.5816671574244161
974899,2019,M?,1,0.21343264,0.38260236,0.403965,0.24693768,0.38985622,0.3632061,0.28454825076334955,0.3394334160772355,0.37601833315941474,0.28410167015399923,0.3457729333674673,0.3701253964785333,0.233590347451926,0.40701757251093906,0.359392080037135,0.21955459583650747,0.42395426104687695,0.3564911431166155
974910,2020,M?,1,0.4088611,0.37438446,0.21675442,0.40099236,0.3529224,0.24608521,0.40421325151840404,0.36212378354904506,0.23366296493255145,0.4033119038929427,0.3677334278001845,0.2289546683068728,0.35054399929647934,0.3443597344673415,0.3050962662361791,0.35510452153969635,0.346678984397911,0.29821649406239253
974976,2020,M?,1,0.32691875,0.39478102,0.27830026,0.3321304,0.37497777,0.29289183,0.34768557671966716,0.373073193272193,0.2792412300081398,0.3369467804010495,0.36855074367966145,0.29450247591928813,0.2982892083064343,0.398229044064722,0.3034817476288437,0.29512446614777155,0.40752955777263583,0.2973459760795926
975008,2020,M?,1,0.40236065,0.2638185,0.33382082,0.40724906,0.3176037,0.27514726,0.38487740721406016,0.33766963926773685,0.27745295351820365,0.3877805416385375,0.33307602462382424,0.2791434337376378,0.37048822477961973,0.32371173259071445,0.3058000426296658,0.3931519066201987,0.309741865635313,0.2971062277444882
975139,2020,M?,1,0.49794066,0.25605553,0.24600387,0.39216882,0.26394263,0.34388858,0.46315947967111715,0.28664767062973767,0.2501928496991448,0.472082645211794,0.28303753478722665,0.24487982000097908,0.29957455074647626,0.2591043074532009,0.4413211418003229,0.3180760366375011,0.26940372628594894,0.41252023707654983
975212,2020,M?,1,0.41149703,0.4256392,0.16286378,0.33273885,0.48800218,0.179259,0.3459704510060628,0.4327628118532476,0.22126673714069012,0.34172023024087744,0.4328829335680915,0.22539683619103135,0.27536254282474915,0.5197406631237367,0.20489679405151415,0.2628826050187034,0.5305110314976778,0.2066063634836188
975231,2020,M,0,0.2521825,0.6056507,0.14216678,0.28261197,0.56442916,0.1529589,0.3154534991981195,0.47892163927795806,0.20562486152392273,0.30161645866186787,0.5005859697963388,0.19779757154179348,0.2955050686858851,0.5374676218410728,0.16702730947304217,0.2992950709758121,0.5387289818150588,0.1619759472091291
975264,2020,M?,1,0.4330122,0.40974984,0.15723795,0.41699243,0.40615797,0.17684962,0.4261861154739137,0.37362302785717905,0.20019085666890787,0.4284926221320687,0.378304924347927,0.19320245352000345,0.37928589459144324,0.39228415560442276,0.228429949804134,0.39882569623106845,0.3779076735491322,0.22326663021979942
975874,2020,M?,1,0.45997852,0.37431318,0.16570827,0.4761801,0.30580056,0.21801929,0.46590379135386895,0.3261167144302291,0.20797949421590237,0.46540568450381076,0.32368793175251453,0.2109063837436745,0.40274721044397394,0.2879606111542965,0.30929217840172957,0.3962879287878548,0.29263504839162385,0.31107702282052146
986362,2019,M?,1,0.3275694,0.40429455,0.26813608,0.3344291,0.38785094,0.27772,0.3468688888111501,0.3898402250590328,0.2632908861298168,0.3449505099885208,0.3843925460037665,0.2706569440077129,0.3206243012285058,0.37972524630792825,0.29965045246356586,0.3157581584916882,0.3709664057593443,0.3132754357489675
987710,2019,M?,1,0.4178051,0.38580433,0.19639055,0.40636292,0.3827449,0.2108922,0.38419154471156475,0.40010213078607015,0.21570632450236477,0.3902167155141146,0.3995926416270047,0.2101906428588799,0.3816172032695755,0.37351341117400766,0.24486938555641682,0.36194204605362507,0.38415849206647923,0.2538994618798957
988792,2020,M?,1,0.41906244,0.4330442,0.14789337,0.36511222,0.40159747,0.2332903,0.36128655493499934,0.3872817912189335,0.25143165384606697,0.38864840727299343,0.3780111361759541,0.23334045655105273,0.39885423995025354,0.35236708914025466,0.24877867090949185,0.44037390517716507,0.3115930136928409,0.24803308112999398
975521,2019,M?,1,0.5355005,0.3215861,0.14291334,0.47921968,0.3526693,0.16811104,0.46720167027160964,0.34085382043454,0.1919445092938508,0.47111396349206,0.34595083756361794,0.18293519894432247,0.48076626803616396,0.33999435537802014,0.17923937658581585,0.5078271936308445,0.28869187233210636,0.20348093403704906
975523,2019,M?,1,0.25192937,0.2943168,0.4537539,0.22288904,0.2910683,0.48604277,0.22718952354223534,0.33033993871166184,0.4424705377461032,0.2099189934589281,0.33260511688434563,0.45747588965672675,0.29793325108608976,0.2780709665690248,0.4239957823448855,0.3017220468232766,0.22215862484050997,0.4761193283362134
975525,2019,M?,1,0.11782069,0.21070358,0.6714757,0.14572687,0.27004945,0.5842237,0.1664326774453853,0.28473679932476414,0.5488305232298507,0.1471430036578237,0.2712360149393721,0.5816209814028044,0.19737794408741938,0.23752448725545772,0.5650975686571229,0.18174555389203326,0.1786272583685171,0.6396271877394497
975549,2019,M?,1,0.3985265,0.2775752,0.32389835,0.39534277,0.30839655,0.29626068,0.4067379646003884,0.2810517717934761,0.31221026360613574,0.4085264858083481,0.274579159791584,0.31689435440006813,0.399259805852554,0.320871742374423,0.27986845177302305,0.3993193592445946,0.31691071613915767,0.2837699246162476
975651,2020,M?,1,0.564675,0.26124847,0.17407651,0.47709057,0.3347336,0.18817583,0.42560165722751053,0.3601149488466098,0.2142833939258798,0.423460896544982,0.35909794455988886,0.21744115889512947,0.4748949818678777,0.32563670628278496,0.19946831184933722,0.5087649757832677,0.27460441524619295,0.2166306089705393
975679,2019,M?,1,0.30220523,0.41682428,0.2809705,0.3036985,0.44211328,0.2541882,0.32141647038474563,0.38249132208957326,0.29609220752568094,0.3147382197827587,0.41273263787898296,0.27252914233825815,0.31260161658515523,0.4559963070399167,0.23140207637492813,0.3024246573116353,0.5063434031083204,0.19123193958004428
975693,2020,M?,1,0.22244598,0.44945788,0.32809618,0.2881389,0.36037794,0.35148317,0.3253778554311137,0.38482536823611135,0.2897967763327753,0.32077286488252743,0.3770973836555146,0.30212975146195814,0.233940886885343,0.23688046765758747,0.5291786454570695,0.21680820815482166,0.2272507561681347,0.5559410356770437
975701,2020,M?,1,0.59643465,0.32677272,0.07679263,0.5705491,0.31878155,0.11066942,0.5419433903881278,0.3255630832331251,0.13249352637874717,0.5558002103181111,0.3060015357546171,0.1381982539272717,0.5203490870359256,0.33932610601407076,0.14032480695000363,0.5455754432357006,0.3156130422377615,0.1388115145265379
975750,2019,M?,1,0.47110093,0.33108404,0.19781506,0.430974,0.33628353,0.23274249,0.4328710298709439,0.37285237179771175,0.19427659833134422,0.4263163677649329,0.38149026083205945,0.192193371403008,0.46369634156054457,0.3522131800455338,0.18409047839392154,0.45404346109894833,0.36622755026608594,0.17972898863496575
975853,2020,M?,1,0.3256305,0.39677867,0.2775909,0.35481715,0.35660756,0.28857532,0.33549056813609546,0.37269201150276937,0.291817420361135,0.3156844768357715,0.37277565896669707,0.31153986419753105,0.3246932925044068,0.356947060955875,0.31835964653971816,0.32209040737741146,0.3683207949185749,0.3095887977040136
976057,2020,M?,1,0.25240868,0.3514329,0.39615846,0.24238203,0.30442435,0.45319363,0.26521279408982396,0.23895730870823076,0.49582989720194526,0.2490792749126781,0.2452638578553733,0.5056568672319487,0.3531153399371637,0.25688255442035246,0.3900021056424839,0.34393370511409527,0.2812632344095665,0.37480306047633816
976121,2020,M?,1,0.37146792,0.41484824,0.2136839,0.3868564,0.36077303,0.25237063,0.33818634088505967,0.393269575269933,0.26854408384500766,0.3411246061346487,0.3843080657071626,0.2745673281581886,0.3746569361480592,0.3707384746621223,0.25460458918981843,0.34728877782400286,0.38481017826150987,0.2679010439144872
976168,2020,M?,1,0.29942408,0.22626212,0.47431377,0.20660472,0.23715359,0.55624163,0.27668886470556764,0.2755184913331508,0.447792643961282,0.28147660554032894,0.2798116898982611,0.4387117045614104,0.12458793400581167,0.21911334548057979,0.6562987205136086,0.13046070108746186,0.2261062829060835,0.6434330160064547
976227,2019,M?,1,0.5650869,0.29923847,0.13567464,0.52352196,0.30368066,0.17279734,0.4740040478026076,0.3447905276209517,0.1812054245764407,0.4862455601497036,0.3401566359546604,0.1735978038956359,0.4505754281530973,0.37194721795603697,0.1774773538908658,0.45114656522762936,0.3652748202333938,0.1835786145389767
986299,2020,M?,1,0.2665856,0.29566604,0.43774843,0.29370898,0.30435717,0.40193385,0.3057627581828612,0.3093993325428605,0.3848379092742787,0.29746236940153925,0.328730841155114,0.3738067894433465,0.31558074607379566,0.342136025652654,0.34228322827355034,0.3067385516805772,0.33406415773719245,0.3591972905822304
986300,2020,M?,1,0.46008775,0.4247932,0.11511899,0.40787643,0.40786833,0.18425527,0.3860336820993755,0.4031233007771562,0.21084301712346873,0.3720722286041997,0.42533788458282745,0.20258988681297294,0.3303517823163609,0.43942707149323285,0.23022114619040632,0.3104426584604201,0.43870638395465017,0.2508509575849297
986435,2020,M?,1,0.46691832,0.30566385,0.22741777,0.44632718,0.30249962,0.2511732,0.44490346047736995,0.3023406624346454,0.25275587708798497,0.44450860568186285,0.30560214249392537,0.2498892518242116,0.41346142056909474,0.28744271418226486,0.2990958652486404,0.445553194546361,0.2758265305962368,0.27862027485740215
986493,2020,M?,1,0.2034112,0.27895927,0.51762956,0.19909108,0.29457957,0.50632936,0.21734087148355352,0.2874219394853451,0.495237189031101,0.20845064662398152,0.26048147487719225,0.5310678784988255,0.22015040438615321,0.32745054320695743,0.4523990524068893,0.21388844960832565,0.32509445227600375,0.4610170981156707
986494,2020,M?,1,0.23427287,0.3441266,0.42160046,0.22096217,0.36178246,0.41725534,0.2735092605004873,0.3726840740644564,0.35380666543505607,0.2826922546991099,0.3604960133871316,0.35681173191375826,0.17614306922660583,0.4202875761098237,0.40356935466357036,0.23603383617462745,0.408405189648001,0.35556097417737165
986543,2020,M?,1,0.3104876,0.26589164,0.42362076,0.28349945,0.26714635,0.44935414,0.2719758254789707,0.3023194970598641,0.42570467746116525,0.2577171535504048,0.293185883817414,0.44909696263218024,0.2647002727256586,0.2858902234324349,0.4494095038419064,0.21490952614068876,0.2617598408059515,0.5233306330533597
986635,2020,M?,1,0.23059344,0.43103528,0.3383713,0.22525968,0.37113845,0.40360186,0.25692270168510095,0.35546235979409113,0.3876149385208078,0.27182031104675713,0.34589509151534625,0.38228459743789706,0.19029025532995442,0.27637816686847677,0.5333315778015688,0.2094453656801,0.26039380606309026,0.5301608282568098
986702,2019,M?,1,0.3807355,0.34065413,0.27861032,0.34580335,0.33982998,0.31436664,0.33871883065589486,0.3478274037682335,0.3134537655758719,0.343868503961732,0.3534037650952987,0.3027277309429691,0.29551774347561854,0.37180584894704877,0.33267640757733274,0.2899565825420635,0.38479258439392394,0.3252508330640125
986727,2020,M?,1,0.49215305,0.3496963,0.1581506,0.4630782,0.34322664,0.19369516,0.4108504508351702,0.3505634242832666,0.23858612488156314,0.4095032552569048,0.3775021975550776,0.21299454718801752,0.4283427114208753,0.3868354628855362,0.18482182569358843,0.46222209978244194,0.34473567075646266,0.19304222946109537
986819,2020,M?,1,0.30817118,0.5465143,0.14531451,0.3357412,0.440946,0.2233128,0.3344703819465679,0.377373630068827,0.288155987984605,0.33047940369070644,0.392639258116532,0.2768813381927613,0.3335963822419297,0.4198626015765131,0.246541016181557,0.3193449231332106,0.4575567395692908,0.22309833729749848
986861,2019,M?,1,0.31556833,0.40835652,0.27607518,0.30687317,0.41917738,0.27394938,0.28088435335489953,0.3625277101238577,0.35658793652124265,0.2846423544096633,0.3610033233908589,0.354354322199478,0.3750458393433028,0.3751211829623968,0.24983297769430027,0.3593713847130806,0.38284731147823503,0.2577813038086843
986943,2020,M?,1,0.41760188,0.43017527,0.1522228,0.46086192,0.36777422,0.17136385,0.4528928616318214,0.346719445165717,0.20038769320246186,0.4735952527172169,0.3450580218174245,0.18134672546535796,0.40255637689935425,0.40416836342443635,0.19327525967620943,0.38220048282369923,0.4307551141496372,0.18704440302666356
986983,2020,M?,1,0.422145,0.2700757,0.30777928,0.41273987,0.28732553,0.29993454,0.4113650228973906,0.2879967803626394,0.3006381967399702,0.4175275262878333,0.2825653575217244,0.29990711619044286,0.4177882647395319,0.3138354221609453,0.2683763130995228,0.41851203531628817,0.31223614333666544,0.2692518213470464
986988,2019,M?,1,0.2835498,0.5658655,0.15058474,0.25309423,0.5788044,0.16810144,0.3229807403696766,0.46130710902918015,0.2157121506011436,0.34665640903059064,0.4409793498885087,0.21236424108090074,0.24464658253279417,0.586446689903141,0.1689067275640649,0.1847775610293171,0.6693700013580713,0.14585243761261166
987230,2019,M?,1,0.24904203,0.34964937,0.4013086,0.27120724,0.33216092,0.39663184,0.28367648519487115,0.33505790245811523,0.38126561234701384,0.27723759168742956,0.3177488537556443,0.40501355455692667,0.21765338006407256,0.19102017882448027,0.5913264411114473,0.22174326564099536,0.1729764257582018,0.6052803086008028
987294,2020,M?,1,0.41797543,0.2887659,0.2932587,0.35065454,0.3121136,0.33723184,0.4015377379651618,0.28670583249346376,0.31175642954137445,0.40373053043149604,0.3050758456612394,0.2911936239072645,0.4025432303617072,0.2847322481855662,0.31272452145272656,0.41827085219975024,0.294589215878039,0.2871399319222107
987625,2019,M?,1,0.30528533,0.50240296,0.19231169,0.2921315,0.45800054,0.24986796,0.3214761441064775,0.3886817058991786,0.2898421499943439,0.3082703335134458,0.3872644376788608,0.30446522880769306,0.3332631331866695,0.4531978906664686,0.21353897614686201,0.3410841040293027,0.4362057660538549,0.22271012991684228
987639,2019,M?,1,0.39983946,0.31099617,0.28916436,0.3498478,0.3002979,0.3498543,0.4066376101176842,0.33023798181005737,0.26312440807225856,0.4099495642743661,0.33404983336367744,0.2560006023619567,0.1574079212585772,0.20292520407754336,0.6396668746638794,0.1336190286690073,0.20224515189345024,0.6641358194375425
987666,2019,M?,1,0.3109995,0.4658825,0.22311804,0.29986966,0.32858625,0.3715441,0.3133457711076774,0.3328079801694813,0.3538462487228414,0.34946496544592137,0.328881302002933,0.3216537325511456,0.21313197994307587,0.2474496796098699,0.5394183404470543,0.22875104512872393,0.2360736009169993,0.5351753539542768
987689,2020,M?,1,0.103735864,0.28241464,0.61384946,0.17383325,0.34087506,0.48529172,0.23105879656436631,0.3180915884102483,0.4508496150253851,0.22934570302098883,0.32500736885871584,0.44564692812029505,0.2009277934577675,0.2743963033496089,0.5246759031926237,0.19180723462815916,0.2412585939270587,0.5669341714447821
987935,2020,M?,1,0.39879492,0.4019663,0.19923876,0.42384064,0.32711723,0.24904218,0.4119437403851436,0.33916069605107957,0.24889556356377757,0.4048029872341734,0.3426232255255121,0.2525737872403142,0.3681477902934977,0.35446315458679345,0.27738905511970885,0.3247892819313156,0.35799312622728946,0.31721759184139486
987936,2020,M?,1,0.4853249,0.19302672,0.32164833,0.33593854,0.2745306,0.38953087,0.38584422383372996,0.2957729020966326,0.31838287406963695,0.3822263092591138,0.3030683320919698,0.31470535864891647,0.257865031989887,0.3354832784907733,0.4066516895193397,0.25425870134477785,0.30974723632827084,0.4359940623269513
987939,2020,S+D,2,0.56036365,0.32101062,0.1186257,0.5005783,0.3655485,0.13387321,0.42565297721614137,0.363942466324645,0.21040455645921358,0.44349363286590354,0.34627781331345864,0.21022855382063732,0.4847988113206763,0.41472697688468124,0.10047421179464239,0.525347040691757,0.3984180814522226,0.07623487785602036
987953,2020,M?,1,0.32511213,0.28976423,0.38512367,0.27540138,0.34557098,0.37902758,0.3469546902269594,0.31101928560702685,0.34202602416601396,0.3381377196209607,0.3129889134265576,0.3488733669524817,0.3039429907354697,0.373532454265744,0.3225245549987863,0.3211375324551759,0.35890350790247016,0.31995895964235394
988063,2020,M?,1,0.549267,0.31690988,0.13382314,0.5054887,0.29944038,0.19507091,0.4413140074744487,0.33640795035474585,0.22227804217080552,0.44117373571611324,0.33848726058600676,0.22033900369787962,0.4307562196317719,0.3291823021685449,0.24006147819968318,0.6177335199641546,0.2819324680769557,0.10033401195888966
