AIRPORT_ID,AIRPORT,Reported_Strikes,Damage_Records,No_Damage_Records,Damage_Rate_Pct,Damage_Rate_CI95_Lower,Damage_Rate_CI95_Upper
KMCB,MC COMB (PIKE COUNTY) ARPT,4,1,3,25.0,4.558606264463622,69.93639475573634
KMCX,WHITE COUNTY ARPT,4,2,2,50.0,15.003570882017147,84.99642911798286
KCLI,CLINTONVILLE MUNICIPAL ARPT,4,3,1,75.0,30.06360524426366,95.44139373553637
3MY,MOUNT HAWLEY AUXILIARY ARPT,4,3,1,75.0,30.06360524426366,95.44139373553637
OETN,RAS TANAJIB,4,1,3,25.0,4.558606264463622,69.93639475573634
KVGC,HAMILTON MUNICIPAL ARPT,4,1,3,25.0,4.558606264463622,69.93639475573634
KFFM,FERGUS FALLS MUNI ARPT-EINAR MICKELSON FIELD,4,1,3,25.0,4.558606264463622,69.93639475573634
KEOK,KEOKUK MUNICIPAL ARPT,4,3,1,75.0,30.06360524426366,95.44139373553637
KELY,ELY AIRPORT/YELLAND FIELD,4,0,4,0.0,0.0,48.990002040399915
50R,LOCKHART MUNICIPAL ARPT,4,1,3,25.0,4.558606264463622,69.93639475573634
LKPR,VACLAV HAVEL ARPT PRAGUE,4,1,3,25.0,4.558606264463622,69.93639475573634
M17,BOLIVAR MUNICIPAL ARPT,4,2,2,50.0,15.003570882017147,84.99642911798286
4MS6,UNIV OF MISSISSIPPI MEDICAL CENTER HELI,4,0,4,0.0,0.0,48.990002040399915
KVTA,NEWARK-HEATH ARPT,4,1,3,25.0,4.558606264463622,69.93639475573634
KLCQ,LAKE CITY MUNICIPAL ARPT,4,1,3,25.0,4.558606264463622,69.93639475573634
KDLZ,DELAWARE MUNICIPAL ARPT-JIM MOORE FIELD,4,2,2,50.0,15.003570882017147,84.99642911798286
KLGC,LAGRANGE-CALLAWAY ARPT,4,2,2,50.0,15.003570882017147,84.99642911798286
4D0,ABRAMS MUNICIPAL ARPT,4,2,2,50.0,15.003570882017147,84.99642911798286
MMTC,TORREON INTL ARPT,4,0,4,0.0,0.0,48.990002040399915
1O2,LAMPSON FIELD ARPT,4,1,3,25.0,4.558606264463622,69.93639475573634
KIGX,HORACE WILLIAMS ARPT,4,3,1,75.0,30.06360524426366,95.44139373553637
VVNB,NOI BAI INTL ARPT,4,0,4,0.0,0.0,48.990002040399915
KGYI,NORTH TEXAS REGNL ARPT/PERRIN FIELD,4,2,2,50.0,15.003570882017147,84.99642911798286
VOBL,KEMPEGOWDA INTERNATIONAL AIRPORT,4,0,4,0.0,0.0,48.990002040399915
1G4,GRAND CANYON WEST,4,1,3,25.0,4.558606264463622,69.93639475573634
W00,FREEWAY ARPT,4,0,4,0.0,0.0,48.990002040399915
SMJP,JOHAN A PENGEL INTL,4,0,4,0.0,0.0,48.990002040399915
KHIG,HIGGINSVILLE INDUSTRIAL MUNICIPAL ARPT,4,3,1,75.0,30.06360524426366,95.44139373553637
P19,STELLAR AIRPARK,4,1,3,25.0,4.558606264463622,69.93639475573634
OR81,OLINGER AIRPARK,4,0,4,0.0,0.0,48.990002040399915
KCVC,COVINGTON MUNICIPAL ARPT,4,0,4,0.0,0.0,48.990002040399915
KCTJ,WEST GEORGIA REGNL ARPT-O V GRAY FIELD,4,2,2,50.0,15.003570882017147,84.99642911798286
MUVR,JUAN GUALBERTO GOMEZ ARPT,4,0,4,0.0,0.0,48.990002040399915
MMZC,ZACATECAS INTL ARPT,4,0,4,0.0,0.0,48.990002040399915
KEHR,HENDERSON CITY-COUNTY ARPT,4,2,2,50.0,15.003570882017147,84.99642911798286
KESF,ESLER REGIONAL ARPT,4,2,2,50.0,15.003570882017147,84.99642911798286
KDYB,SUMMERVILLE AIRPORT,4,1,3,25.0,4.558606264463622,69.93639475573634
KEDE,NORTHEASTERN REGIONAL,4,2,2,50.0,15.003570882017147,84.99642911798286
KLWA,SOUTH HAVEN AREA REGIONAL AIRPORT,4,3,1,75.0,30.06360524426366,95.44139373553637
KTPL,DRAUGHON-MILLER CENTRAL TEXAS REGIONAL ARPT,4,3,1,75.0,30.06360524426366,95.44139373553637
KTCY,TRACY MUNICIPAL ARPT,4,3,1,75.0,30.06360524426366,95.44139373553637
KTTA,RALEIGH EXEC JETPORT AT SANFORD-LEE CNTY ARPT,4,3,1,75.0,30.06360524426366,95.44139373553637
KMMK,MERIDEN MARKHAM MUNICIPAL ARPT,4,1,3,25.0,4.558606264463622,69.93639475573634
KMNM,MENOMINEE-MARINETTE TWIN CO ARPT,4,1,3,25.0,4.558606264463622,69.93639475573634
KTPF,PETER O KNIGHT ARPT,4,0,4,0.0,0.0,48.990002040399915
KIYA,ABBEVILLE CHRIS CRUSTA MEMORIAL APRT,4,1,3,25.0,4.558606264463622,69.93639475573634
KAIZ,LEE C FINE MEMORIAL ARPT,4,2,2,50.0,15.003570882017147,84.99642911798286
KSPK,SPANISH FORK-SPRINGVILLE,4,1,3,25.0,4.558606264463622,69.93639475573634
KAUN,AUBURN MUNICIPAL (CA),4,3,1,75.0,30.06360524426366,95.44139373553637
KBEC,BEECH FACTORY ARPT,4,2,2,50.0,15.003570882017147,84.99642911798286
KSBS,STEAMBOAT SPRINGS ARPT/BOB ADAMS FIELD,4,3,1,75.0,30.06360524426366,95.44139373553637
CKU,CORDOVA MUNICIPAL ARPT,4,2,2,50.0,15.003570882017147,84.99642911798286
KFWQ,ROSTRAVER,4,4,0,100.0,51.009997959600085,100.0
KFYJ,MIDDLE PENINSULA REGIONAL ARPT,4,3,1,75.0,30.06360524426366,95.44139373553637
KGCM,CLAREMORE REGIONAL ARPT,4,2,2,50.0,15.003570882017147,84.99642911798286
KSUW,RICHARD I BONG ARPT,4,2,2,50.0,15.003570882017147,84.99642911798286
KSUU,TRAVIS AIR FORCE BASE,4,1,3,25.0,4.558606264463622,69.93639475573634
KTDZ,TOLEDO EXECUTIVE ARPT,4,3,1,75.0,30.06360524426366,95.44139373553637
KSXL,SUMMERSVILLE ARPT,4,1,3,25.0,4.558606264463622,69.93639475573634
KMPV,EDWARD F KNAPP STATE ARPT,4,0,4,0.0,0.0,48.990002040399915
KMTW,MANITOWOC COUNTY ARPT,4,1,3,25.0,4.558606264463622,69.93639475573634
KMSV,SULLIVAN COUNTY INTL,4,1,3,25.0,4.558606264463622,69.93639475573634
KBTN,BRITTON MUNICIPAL ARPT SD,4,3,1,75.0,30.06360524426366,95.44139373553637
KJGG,WILLIAMSBURG-JAMESTOWN ARPT,4,4,0,100.0,51.009997959600085,100.0
KCGZ,CASA GRANDE MUNICIPAL ARPT,4,2,2,50.0,15.003570882017147,84.99642911798286
N57,NEW GARDEN,4,2,2,50.0,15.003570882017147,84.99642911798286
6J0,LEXINGTON COUNTY ARPT AT PELION,4,2,2,50.0,15.003570882017147,84.99642911798286
7M3,BEARCE ARPT,4,4,0,100.0,51.009997959600085,100.0
7B2,NORTHAMPTON ARPT,4,1,3,25.0,4.558606264463622,69.93639475573634
KTIP,RANTOUL NATL AVIATION CENTER ARPT,4,0,4,0.0,0.0,48.990002040399915
KCDI,CAMBRIDGE MUNICIPAL,4,1,3,25.0,4.558606264463622,69.93639475573634
KMLC,MC ALESTER REGIONAL ARPT,4,3,1,75.0,30.06360524426366,95.44139373553637
CYXE,SASKATOON/JOHN G. DIEFENBAKER INTL,4,1,3,25.0,4.558606264463622,69.93639475573634
CYYJ,VICTORIA INTL,4,1,3,25.0,4.558606264463622,69.93639475573634
KONP,NEWPORT MUNICIPAL ARPT (OR),4,0,4,0.0,0.0,48.990002040399915
KSEZ,SEDONA ARPT,4,4,0,100.0,51.009997959600085,100.0
KMZJ,PINAL AIRPARK,4,0,4,0.0,0.0,48.990002040399915
KSEP,CLARK FIELD MUNICIPAL ARPT,4,1,3,25.0,4.558606264463622,69.93639475573634
KPHK,PALM BEACH COUNTY GLADES AIRPORT,4,1,3,25.0,4.558606264463622,69.93639475573634
KPWT,BREMERTON NATIONAL ARPT,4,2,2,50.0,15.003570882017147,84.99642911798286
EGTO,ROCHESTER ARPT,4,1,3,25.0,4.558606264463622,69.93639475573634
EGPH,EDINBURGH ARPT,4,0,4,0.0,0.0,48.990002040399915
KIKK,GREATER KANKAKEE ARPT,4,2,2,50.0,15.003570882017147,84.99642911798286
KGLW,GLASGOW MUNICIPAL ARPT,4,2,2,50.0,15.003570882017147,84.99642911798286
2LS0,BRISTOW US LLC HELIPORT,4,0,4,0.0,0.0,48.990002040399915
2I0,MADISONVILLE MUNICIPAL,4,3,1,75.0,30.06360524426366,95.44139373553637
KRRT,WARROAD INTL MEMORIAL ARPT,4,2,2,50.0,15.003570882017147,84.99642911798286
KOLF,L M CLAYTON,4,3,1,75.0,30.06360524426366,95.44139373553637
KODO,ODESSA-SCHLEMEYER FIELD ARPT,4,3,1,75.0,30.06360524426366,95.44139373553637
KOLS,NOGALES INTL ARPT,4,1,3,25.0,4.558606264463622,69.93639475573634
KANB,ANNISTON METROPOLITAN ARPT,4,1,3,25.0,4.558606264463622,69.93639475573634
KAND,ANDERSON REGIONAL,4,4,0,100.0,51.009997959600085,100.0
KOZW,LIVINGSTON COUNTY SPENCER J HARDY,4,3,1,75.0,30.06360524426366,95.44139373553637
HDAM,DJIBOUTI-AMBOULI INTL ARPT,4,1,3,25.0,4.558606264463622,69.93639475573634
EDDP,LEIPZIG-HALLE,4,0,4,0.0,0.0,48.990002040399915
F72,FRANKLIN FIELD ARPT,4,0,4,0.0,0.0,48.990002040399915
GOOY,DAKAY-YOFF-LEOPOLD SEDAR SENGHOR,4,3,1,75.0,30.06360524426366,95.44139373553637
KPKD,PARK RAPIDS MUNICIPAL ARPT-KONSHOK FIELD,4,2,2,50.0,15.003570882017147,84.99642911798286
KPLU,PIERCE CO - THUN FIELD ARPT,4,2,2,50.0,15.003570882017147,84.99642911798286
KPJC,ZELIENOPLE MUNICIPAL,4,4,0,100.0,51.009997959600085,100.0
KPSO,STEVENS FIELD ARPT,4,0,4,0.0,0.0,48.990002040399915
KOZS,CAMDENTON MEMORIAL ARPT,4,4,0,100.0,51.009997959600085,100.0
KPAN,PAYSON ARPT,4,4,0,100.0,51.009997959600085,100.0
HECA,CAIRO INTL,4,1,3,25.0,4.558606264463622,69.93639475573634
KGWB,DE KALB COUNTY ARPT,4,1,3,25.0,4.558606264463622,69.93639475573634
KGPH,MIDWEST NATIONAL AIR CENTER ARPT,4,3,1,75.0,30.06360524426366,95.44139373553637
28J,PALATKA MUNICIPAL ARPT - LT KAY LARKIN FLD,4,0,4,0.0,0.0,48.990002040399915
12N,AEROFLEX-ANDOVER,4,2,2,50.0,15.003570882017147,84.99642911798286
0LA7,EXXON HELIPORT,4,1,3,25.0,4.558606264463622,69.93639475573634
06FA,WM P GWINN ARPT,4,2,2,50.0,15.003570882017147,84.99642911798286
0B8,ELIZABETH FIELD ARPT,3,2,1,66.66666666666666,20.76549551264879,93.85096847238394
KRNP,OWOSSO COMMUNITY ARPT,3,2,1,66.66666666666666,20.76549551264879,93.85096847238394
KPOV,PORTAGE COUNTY ARPT,3,2,1,66.66666666666666,20.76549551264879,93.85096847238394
KPPO,LA PORTE MUNICIPAL AIRPORT,3,1,2,33.33333333333333,6.14903152761605,79.23450448735122
H68,HEFNER-EASLEY AIRSTRIP,3,3,0,100.0,43.84939195509823,100.0
H71,MID-AMERICA INDUSTRIAL,3,2,1,66.66666666666666,20.76549551264879,93.85096847238394
KPLB,CLINTON COUNTY ARPT,3,1,2,33.33333333333333,6.14903152761605,79.23450448735122
KPSN,PALESTINE MUNICIPAL ARPT,3,1,2,33.33333333333333,6.14903152761605,79.23450448735122
KPTD,POTSDAM MUNICIPAL ARPT (DAMON FIELD),3,3,0,100.0,43.84939195509823,100.0
KPOF,POPLAR BLUFF MUNICIPAL,3,1,2,33.33333333333333,6.14903152761605,79.23450448735122
KRPH,GRAHAM MUNICIPAL ARPT,3,2,1,66.66666666666666,20.76549551264879,93.85096847238394
KHFY,GREENWOOD MUNICIPAL ARPT,3,0,3,0.0,0.0,56.15060804490177
KGOO,NEVADA COUNTY AIR PARK,3,3,0,100.0,43.84939195509823,100.0
KHYW,CONWAY-HORRY COUNTY ARPT,3,0,3,0.0,0.0,56.15060804490177
KHBV,JIM HOGG COUNTY ARPT,3,2,1,66.66666666666666,20.76549551264879,93.85096847238394
SKPE,MATECANA INTERNATIONAL AIRPORT,3,1,2,33.33333333333333,6.14903152761605,79.23450448735122
KGDB,GRANITE FALLS MUNICIPAL ARPT,3,1,2,33.33333333333333,6.14903152761605,79.23450448735122
KIDP,INDEPENDENCE MUNICIPAL ARPT,3,1,2,33.33333333333333,6.14903152761605,79.23450448735122
SEQU,OLD MARISCAL SUCRE INTL ARPT,3,1,2,33.33333333333333,6.14903152761605,79.23450448735122
E38,ALPINE-CASPARIS MUNICIPAL,3,1,2,33.33333333333333,6.14903152761605,79.23450448735122
D25,MANITOWISH WATERS,3,3,0,100.0,43.84939195509823,100.0
KRTS,RENO/STEAD ARPT,3,2,1,66.66666666666666,20.76549551264879,93.85096847238394
F44,ATHENS MUNICIPAL ARPT,3,1,2,33.33333333333333,6.14903152761605,79.23450448735122
KPBX,PIKE COUNTY ARPT - HATCHER FIELD,3,1,2,33.33333333333333,6.14903152761605,79.23450448735122
CYQX,GANDER INTL,3,1,2,33.33333333333333,6.14903152761605,79.23450448735122
KSFQ,SUFFOLK EXECUTIVE ARPT,3,2,1,66.66666666666666,20.76549551264879,93.85096847238394
KOQN,BRANDYWINE ARPT,3,2,1,66.66666666666666,20.76549551264879,93.85096847238394
C29,MIDDLETON MUNI ARPT - MOREY FIELD,3,2,1,66.66666666666666,20.76549551264879,93.85096847238394
C35,REEDSBURG MUNICIPAL,3,2,1,66.66666666666666,20.76549551264879,93.85096847238394
C56,BULT FIELD ARPT,3,0,3,0.0,0.0,56.15060804490177
AK28,CHENA MARINA ARPT,3,0,3,0.0,0.0,56.15060804490177
KORK,NORTH LITTLE ROCK MUNICIPAL ARPT,3,2,1,66.66666666666666,20.76549551264879,93.85096847238394
KOTM,OTTUMWA REGIONAL ARPT,3,3,0,100.0,43.84939195509823,100.0
KOPL,ST LANDRY PARISH ARPT-AHART FIELD,3,1,2,33.33333333333333,6.14903152761605,79.23450448735122
KOPN,THOMASTON-UPSON COUNTY ARPT,3,2,1,66.66666666666666,20.76549551264879,93.85096847238394
KSKX,TAOS REGIONAL AIRPORT,3,0,3,0.0,0.0,56.15060804490177
KSME,LAKE CUMBERLAND REGIONAL ARPT,3,1,2,33.33333333333333,6.14903152761605,79.23450448735122
KSJS,BIG SANDY REGIONAL ARPT,3,0,3,0.0,0.0,56.15060804490177
I40,RICHARD DOWNING,3,1,2,33.33333333333333,6.14903152761605,79.23450448735122
HKLU,MANDA AIRSTRIP,3,0,3,0.0,0.0,56.15060804490177
I18,JACKSON COUNTY ARPT,3,2,1,66.66666666666666,20.76549551264879,93.85096847238394
KSMS,SUMTER ARPT,3,3,0,100.0,43.84939195509823,100.0
KSNL,SHAWNEE REGIONAL ARPT,3,0,3,0.0,0.0,56.15060804490177
KSPB,SCAPPOOSE INDUSTRIAL AIRPARK,3,3,0,100.0,43.84939195509823,100.0
KSPW,SPENCER MUNICIPAL AIRPORT,3,3,0,100.0,43.84939195509823,100.0
KSJX,BEAVER ISLAND ARPT,3,3,0,100.0,43.84939195509823,100.0
KSKF,KELLY FIELD AIRPORT,3,1,2,33.33333333333333,6.14903152761605,79.23450448735122
KGLR,GAYLORD REGIONAL ARPT,3,1,2,33.33333333333333,6.14903152761605,79.23450448735122
KGEV,ASHE COUNTY,3,2,1,66.66666666666666,20.76549551264879,93.85096847238394
KGLD,RENNER FLD/GOODLAND MUNI ARPT,3,1,2,33.33333333333333,6.14903152761605,79.23450448735122
3G3,WADSWORTH MUNI ARPT,3,1,2,33.33333333333333,6.14903152761605,79.23450448735122
KIRS,KIRSCH MUNICIPAL ARPT,3,2,1,66.66666666666666,20.76549551264879,93.85096847238394
KGLE,GAINESVILLE MUNICIPAL ARPT,3,0,3,0.0,0.0,56.15060804490177
2IS,AIRGLADES AIRPORT,3,2,1,66.66666666666666,20.76549551264879,93.85096847238394
PKWA,BUCHOLZ AAF MARSHALL,3,0,3,0.0,0.0,56.15060804490177
PTRO,BABELTHUAP / KOROR ARPT,3,0,3,0.0,0.0,56.15060804490177
S24,SANDUSKY COUNTY REGIONAL ARPT,3,2,1,66.66666666666666,20.76549551264879,93.85096847238394
2B7,PITTSFIELD MUNICIPAL (ME),3,3,0,100.0,43.84939195509823,100.0
KAOH,LIMA ALLEN COUNTY,3,2,1,66.66666666666666,20.76549551264879,93.85096847238394
KSRB,UPPER CUMBERLAND REGIONAL ARPT,3,3,0,100.0,43.84939195509823,100.0
KSSQ,SHELL LAKE MUNICIPAL ARPT,3,2,1,66.66666666666666,20.76549551264879,93.85096847238394
KSTF,GEORGE M BRYAN ARPT,3,0,3,0.0,0.0,56.15060804490177
KAEL,ALBERT LEA MUNICIPAL ARPT,3,2,1,66.66666666666666,20.76549551264879,93.85096847238394
KONO,ONTARIO MUNICIPAL ARPT,3,1,2,33.33333333333333,6.14903152761605,79.23450448735122
KOFP,HANOVER COUNTY MUNICIPAL ARPT,3,2,1,66.66666666666666,20.76549551264879,93.85096847238394
KAMN,GRATIOT COMMUNITY,3,3,0,100.0,43.84939195509823,100.0
KANP,LEE ARPT,3,2,1,66.66666666666666,20.76549551264879,93.85096847238394
KANQ,TRI-STATE STEUBEN COUNTY ARPT,3,3,0,100.0,43.84939195509823,100.0
87Y,BLACKHAWK AIRFIELD,3,3,0,100.0,43.84939195509823,100.0
KACZ,WALLACE-PENDER AIRPROT,3,2,1,66.66666666666666,20.76549551264879,93.85096847238394
KAVC,MECKLENBURG-BRUNSWICK REGIONAL,3,2,1,66.66666666666666,20.76549551264879,93.85096847238394
9D4,DECK ARPT,3,1,2,33.33333333333333,6.14903152761605,79.23450448735122
KSUZ,SALINE COUNTY REGIONAL ARPT,3,0,3,0.0,0.0,56.15060804490177
9B1,MARLBORO ARPT,3,0,3,0.0,0.0,56.15060804490177
KFLP,MARION COUNTY REGIONAL ARPT,3,3,0,100.0,43.84939195509823,100.0
KFRM,FAIRMONT MUNICIPAL ARPT,3,1,2,33.33333333333333,6.14903152761605,79.23450448735122
KITR,KIT CARSON COUNTY,3,0,3,0.0,0.0,56.15060804490177
KFZY,OSWEGO COUNTY,3,2,1,66.66666666666666,20.76549551264879,93.85096847238394
KEVW,EVANSTON-UINTA COUNTY BURNS FIELD,3,2,1,66.66666666666666,20.76549551264879,93.85096847238394
KEWK,NEWTON CITY/COUNTY ARPT,3,0,3,0.0,0.0,56.15060804490177
KIWS,WEST HOUSTON ARPT,3,0,3,0.0,0.0,56.15060804490177
KNZY,NORTH ISLAND NAS (HALSEY FIELD),3,0,3,0.0,0.0,56.15060804490177
KASG,SPRINGDALE MUNICIPAL ARPT,3,3,0,100.0,43.84939195509823,100.0
KSYM,MOREHEAD-ROWAN CNTY/C A THOMAS RGNL ARPT,3,0,3,0.0,0.0,56.15060804490177
KTAN,TAUNTON MUNICIPAL ARPT - KING FIELD,3,2,1,66.66666666666666,20.76549551264879,93.85096847238394
KAKR,AKRON FULTON INTL ARPT,3,2,1,66.66666666666666,20.76549551264879,93.85096847238394
KNTD,POINT MUGU NAVAL AIR STATION,3,1,2,33.33333333333333,6.14903152761605,79.23450448735122
7A5,ROANOKE MUNICIPAL ARPT,3,1,2,33.33333333333333,6.14903152761605,79.23450448735122
KTHA,TULLAHOMA REGNL ARPT/WILLIAM NORTHERN FIELD,3,1,2,33.33333333333333,6.14903152761605,79.23450448735122
KSXU,SANTA ROSA ROUTE 66,3,0,3,0.0,0.0,56.15060804490177
KTMK,TILLAMOOK AIRPORT,3,2,1,66.66666666666666,20.76549551264879,93.85096847238394
7FL6,SPRUCE CREEK ARPT,3,3,0,100.0,43.84939195509823,100.0
KBIH,BISHOP ARPT,3,1,2,33.33333333333333,6.14903152761605,79.23450448735122
KTNT,DADE-COLLIER TRAINING & TRANSITION ARPT,3,2,1,66.66666666666666,20.76549551264879,93.85096847238394
KTOI,TROY MUNICIPAL ARPT,3,3,0,100.0,43.84939195509823,100.0
KMTV,BLUE RIDGE ARPT,3,2,1,66.66666666666666,20.76549551264879,93.85096847238394
6D6,GREENVILLE MUNICIPAL,3,2,1,66.66666666666666,20.76549551264879,93.85096847238394
KBDG,BLANDING MUNICIPAL,3,1,2,33.33333333333333,6.14903152761605,79.23450448735122
KUNO,WEST PLAINS REGIONAL ARPT,3,1,2,33.33333333333333,6.14903152761605,79.23450448735122
KUTS,HUNTSVILLE MUNICIPAL ARPT,3,1,2,33.33333333333333,6.14903152761605,79.23450448735122
77MI,DAVID'S ARPT,3,2,1,66.66666666666666,20.76549551264879,93.85096847238394
3W2,PUT IN BAY,3,1,2,33.33333333333333,6.14903152761605,79.23450448735122
3I2,MASON COUNTY ARPT (WV),3,3,0,100.0,43.84939195509823,100.0
3J7,GREENE COUNTY RGNL ARPT,3,2,1,66.66666666666666,20.76549551264879,93.85096847238394
OAIX,BAGRAM AIR BASE,3,0,3,0.0,0.0,56.15060804490177
KENV,WENDOVER ARPT,3,0,3,0.0,0.0,56.15060804490177
KFET,FREMONT MUNICIPAL AIRPORT,3,2,1,66.66666666666666,20.76549551264879,93.85096847238394
KFFA,FIRST FLIGHT,3,1,2,33.33333333333333,6.14903152761605,79.23450448735122
KEOS,NEOSHO HUGH ROBINSON ARPT,3,2,1,66.66666666666666,20.76549551264879,93.85096847238394
KERV,KERVILLE MUNI ARPT/LOUIS SCHREINER FIELD,3,3,0,100.0,43.84939195509823,100.0
PAEM,EMMONAK ARPT,3,2,1,66.66666666666666,20.76549551264879,93.85096847238394
P10,POLACCA ARPT,3,2,1,66.66666666666666,20.76549551264879,93.85096847238394
P72,PENNS LANDING HELIPORT,3,0,3,0.0,0.0,56.15060804490177
KMMH,MAMMOTH YOSEMITE ARPT,3,0,3,0.0,0.0,56.15060804490177
KCBE,GRTR CUMBERLAND REGIONAL,3,1,2,33.33333333333333,6.14903152761605,79.23450448735122
KCBF,COUNCIL BLUFFS MUNICIPAL ARPT,3,2,1,66.66666666666666,20.76549551264879,93.85096847238394
KBTA,BLAIR MUNICIPAL ARPT,3,0,3,0.0,0.0,56.15060804490177
KBTF,BOUNTIFUL SKYPARK,3,1,2,33.33333333333333,6.14903152761605,79.23450448735122
KBML,BERLIN REGIONAL ARPT,3,3,0,100.0,43.84939195509823,100.0
KBPI,MILEY MEMORIAL FIELD ARPT,3,2,1,66.66666666666666,20.76549551264879,93.85096847238394
KWJF,GENERAL WM J FOX AIRFIELD,3,1,2,33.33333333333333,6.14903152761605,79.23450448735122
KWLW,WILLOWS-GLENN COUNTY ARPT,3,1,2,33.33333333333333,6.14903152761605,79.23450448735122
KVMR,HAROLD DAVIDSON FIELD ARPT,3,2,1,66.66666666666666,20.76549551264879,93.85096847238394
KCFJ,CRAWFORDSVILLE MUNI ARPT,3,0,3,0.0,0.0,56.15060804490177
KZPH,ZEPHYRHILLS MUNICIPAL ARPT,3,2,1,66.66666666666666,20.76549551264879,93.85096847238394
KMGE,DOBBINS AIR RESERVE BASE,3,0,3,0.0,0.0,56.15060804490177
KMHE,MITCHELL MUNICIPAL ARPT,3,1,2,33.33333333333333,6.14903152761605,79.23450448735122
LIPH,TREVISO ARPT,3,1,2,33.33333333333333,6.14903152761605,79.23450448735122
L45,BAKERSFIELD MUNICIPAL ARPT,3,0,3,0.0,0.0,56.15060804490177
KYKN,CHAN GURNEY MUNICIPAL ARPT,3,2,1,66.66666666666666,20.76549551264879,93.85096847238394
MYBS,SOUTH BIMINI ARPT,3,0,3,0.0,0.0,56.15060804490177
MYEF,EXUMA INTERNATIONAL ARPT,3,0,3,0.0,0.0,56.15060804490177
MYEH,NORTHERN ELEUTHERA ARPT,3,0,3,0.0,0.0,56.15060804490177
KLKU,LOUISA COUNTY ARPT/FREEMAN FLD,3,2,1,66.66666666666666,20.76549551264879,93.85096847238394
KEDW,EDWARDS AIR FORCE BASE,3,0,3,0.0,0.0,56.15060804490177
KEHO,SHELBY-CLEVELAND COUNTY REGIONAL AIRPORT,3,2,1,66.66666666666666,20.76549551264879,93.85096847238394
N07,LINCOLN PARK ARPT,3,3,0,100.0,43.84939195509823,100.0
KLNC,LANCASTER REGIONAL ARPT,3,1,2,33.33333333333333,6.14903152761605,79.23450448735122
OBBI,BAHRAIN INTL,3,1,2,33.33333333333333,6.14903152761605,79.23450448735122
N87,TRENTON-ROBBINSVILLE ARPT,3,2,1,66.66666666666666,20.76549551264879,93.85096847238394
KCWC,KICKAPOO DOWNTOWN ARPT,3,1,2,33.33333333333333,6.14903152761605,79.23450448735122
KDKB,DE KALB TAYLOR MUNICIPAL ARPT,3,3,0,100.0,43.84939195509823,100.0
KDLL,BARABOO WISCONSIN DELLS ARPT,3,3,0,100.0,43.84939195509823,100.0
KCQF,H L SONNY CALLAHAN ARPT,3,1,2,33.33333333333333,6.14903152761605,79.23450448735122
KCKP,CHEROKEE COUNTY REGIONAL ARPT,3,2,1,66.66666666666666,20.76549551264879,93.85096847238394
KMDQ,MADISON COUNTY EXECUTIVE ARPT/TOM SHARP JR FIELD,3,0,3,0.0,0.0,56.15060804490177
KCKI,WILLIAMSBURG RGNL ARPT,3,3,0,100.0,43.84939195509823,100.0
M34,KENTUCKY DAM STATE PARK,3,2,1,66.66666666666666,20.76549551264879,93.85096847238394
LSGG,GENEVA INTL ARPT,3,1,2,33.33333333333333,6.14903152761605,79.23450448735122
LTAG,INCIRLIK AIR BASE,3,0,3,0.0,0.0,56.15060804490177
LTBA,ATAURK INTL,3,1,2,33.33333333333333,6.14903152761605,79.23450448735122
LPPT,LISBON INTL ARPT,3,0,3,0.0,0.0,56.15060804490177
4V1,SPANISH PEAKS AIRFIELD,3,0,3,0.0,0.0,56.15060804490177
4N1,GREENWOOD LAKE ARPT,3,0,3,0.0,0.0,56.15060804490177
KDUG,BISBEE DOUGLAS INTL ARPT,3,2,1,66.66666666666666,20.76549551264879,93.85096847238394
KDRM,DRUMMOND ISLAND ARPT,3,2,1,66.66666666666666,20.76549551264879,93.85096847238394
KDUA,DURANT REGIONAL ARPT-EAKER FIELD,3,2,1,66.66666666666666,20.76549551264879,93.85096847238394
KLRY,LAWRENCE SMITH MEMORIAL ARPT,3,3,0,100.0,43.84939195509823,100.0
48A,COCHRAN ARPT,3,1,2,33.33333333333333,6.14903152761605,79.23450448735122
MHRO,JUAN MANUEL GALVEZ INTERNATIONAL AIRPORT,3,0,3,0.0,0.0,56.15060804490177
MMSP,PONCIANO ARRIAGA INTL ARPT,3,0,3,0.0,0.0,56.15060804490177
4G7,FAIRMONT MUNI-FRANKMAN FLD,3,2,1,66.66666666666666,20.76549551264879,93.85096847238394
MMMG,MULEGE AIRSTRIP,3,1,2,33.33333333333333,6.14903152761605,79.23450448735122
4A7,CLAYTON COUNTY ARPT- TARA FIELD,3,3,0,100.0,43.84939195509823,100.0
4B0,SOUTH ALBANY ARPT,3,2,1,66.66666666666666,20.76549551264879,93.85096847238394
X21,ARTHUR DUNN AIR PARK,3,2,1,66.66666666666666,20.76549551264879,93.85096847238394
X06,ARCADIA MUNICIPAL ARPT,3,3,0,100.0,43.84939195509823,100.0
W29,BAY BRIDGE,3,1,2,33.33333333333333,6.14903152761605,79.23450448735122
W78,WILLIAM M TUCK ARPT,3,2,1,66.66666666666666,20.76549551264879,93.85096847238394
EFHK,HELSINKI-VANTAA ARPT,3,0,3,0.0,0.0,56.15060804490177
EGBJ,GLOUCESTERSHIRE ARPT,3,0,3,0.0,0.0,56.15060804490177
KPTN,HARRY P WILLIAMS MEMORIAL ARPT,3,1,2,33.33333333333333,6.14903152761605,79.23450448735122
