SPECIES,Reported_Strikes,Damage_Records,No_Damage_Records,Damage_Rate_Pct,Damage_Rate_CI95_Lower,Damage_Rate_CI95_Upper
Crows,237,25,212,10.548523206751055,7.247561281128018,15.108045059304864
Cooper's hawk,235,11,224,4.680851063829787,2.633495681527698,8.186060040758536
Lincoln's sparrow,234,3,231,1.282051282051282,0.43694568735152955,3.700934313455731
Northern harrier,233,6,227,2.575107296137339,1.1854044718643295,5.503285352896187
Western gull,231,25,206,10.822510822510822,7.438653275570188,15.488119493819902
Glaucous-winged gull,230,32,198,13.91304347826087,10.03061617455484,18.981159317915274
Eastern cottontail,228,3,225,1.3157894736842104,0.4484697780761888,3.7964974754279277
Wilson's warbler,227,1,226,0.4405286343612335,0.0778044920221474,2.452761922350305
Palm warbler,218,0,218,0.0,0.0,1.7316860318353273
Sandhill crane,217,78,139,35.944700460829495,29.855832189062664,42.52256028771708
American redstart,214,2,212,0.9345794392523363,0.25666529091293366,3.3430144764042358
Woodchuck,212,3,209,1.4150943396226416,0.4823973770644724,4.077242655255525
Northern mockingbird,211,3,208,1.4218009478672986,0.4846891069657241,4.096174189528064
Yellow warbler,208,2,206,0.9615384615384616,0.26408026954240044,3.43755340391928
Great black-backed gull,207,16,191,7.729468599033816,4.813467549874948,12.185834295681143
Yellow-bellied sapsucker,207,15,192,7.246376811594203,4.440226071141076,11.61049636693566
Semipalmated sandpiper,202,4,198,1.9801980198019802,0.7726765033066095,4.980096502732986
Snow goose,197,133,64,67.51269035532995,60.691986673541145,73.66344566716916
American goldfinch,195,0,195,0.0,0.0,1.9319900865814796
Raccoon,193,5,188,2.5906735751295336,1.111528955269367,5.92031797139654
Blackpoll warbler,190,1,189,0.5263157894736842,0.09296576420357183,2.9206288408760392
Grackles,189,13,176,6.878306878306878,4.0634093125979165,11.411260053348022
Grasshopper sparrow,189,4,185,2.1164021164021163,0.8260183483943824,5.3145654260609225
Free-tailed bats,187,0,187,0.0,0.0,2.0129783024246284
Yellow bittern,187,0,187,0.0,0.0,2.0129783024246284
Great egret,185,14,171,7.567567567567568,4.561041020171801,12.300497962764164
Black-crowned night heron,180,11,169,6.111111111111111,3.446235687613602,10.610212907263728
White-winged dove,180,6,174,3.3333333333333335,1.5364581427704491,7.0805251733016465
Tennessee warbler,170,2,168,1.1764705882352942,0.3232190436117468,4.187553981947152
Northern rough-winged swallow,169,1,168,0.591715976331361,0.10452618665798483,3.2752157273256852
Eurasian skylark,168,0,168,0.0,0.0,2.235547155054422
